code,name,tech,system,capacity_MW,lat,lon,confidence,source,cod_ceg,municipio,bus
6,PCHES000428,SmallHydro,SUDESTE,0.9,-19.045833,-40.538056,plant,reference,,,JNEIV2-ES345
7,PCHES000491,SmallHydro,SUDESTE,0.24,-19.473333,-40.611111,plant,reference,,,JNEIV2-ES345
8,PCHES027182,SmallHydro,SUDESTE,0.24,-19.620370,-40.616314,plant,reference,,,JNEIV2-ES345
9,PCHES038158,SmallHydro,SUDESTE,1.512,-20.773590,-40.987517,plant,reference,,,SLUZI-PCH013
10,PCHGO001298,SmallHydro,SUDESTE,3.992,-17.280000,-47.524167,plant,reference,,,SILVAN-GO500
11,PCHGO029647,SmallHydro,SUDESTE,1.84,-17.908889,-51.898889,plant,reference,,,SILVAN-GO500
12,PCHGO031086,SmallHydro,SUDESTE,0.958,-16.521967,-48.634158,plant,siga:Operação,CGH.PH.GO.031086-7.1,Gameleira de Goiás - GO,SILVAN-GO500
13,PCHGO038152,SmallHydro,SUDESTE,3.0,-17.349357,-52.812288,plant,reference,,,DIAMANPCH034
14,PCHMG000298,SmallHydro,SUDESTE,0.72,-21.781931,-46.631553,plant,reference,,,POCOS--MG500
15,PCHMG000318,SmallHydro,SUDESTE,2.9,-20.454008,-43.006093,plant,reference,,,PNVTOTPCH013
16,PCHMG000345,SmallHydro,SUDESTE,4.55,-20.495007,-43.482765,plant,reference,,,ALCAN-PCH013
17,PCHMG000404,SmallHydro,SUDESTE,0.302,-20.276802,-41.963568,plant,reference,,,MANHUAPCH006
18,PCHMG000526,SmallHydro,SUDESTE,3.83,-20.477272,-43.446622,plant,reference,,,ALCAN-PCH013
19,PCHMG000667,SmallHydro,SUDESTE,4.2,-21.055556,-44.209444,plant,reference,,,SJDRE1-MG138
20,PCHMG001192,SmallHydro,SUDESTE,4.0,-21.299353,-43.208576,plant,reference,,,ITUEREPCH013
21,PCHMG001220,SmallHydro,SUDESTE,0.72,-22.258704,-46.675961,plant,reference,,,ANDRA2-MG138
22,PCHMG001252,SmallHydro,SUDESTE,1.568,-19.639462,-45.109037,plant,reference,,,BDESP2-MG138
23,PCHMG001344,SmallHydro,SUDESTE,1.61,-22.369444,-45.349444,plant,reference,,,MFE2---MG138
24,PCHMG001438,SmallHydro,SUDESTE,0.416,-20.286534,-42.335311,plant,reference,,,MATIPOPCH006
25,PCHMG001462,SmallHydro,SUDESTE,0.736,-21.193678,-42.567539,plant,reference,,,CATAGUPCH006
26,PCHMG001928,SmallHydro,SUDESTE,5.0,-19.263892,-43.606142,plant,reference,,,PMASCAPCH013
27,PCHMG002055,SmallHydro,SUDESTE,0.8,-18.687064,-48.096702,plant,reference,,,ARAGU2-MG138
28,PCHMG002065,SmallHydro,SUDESTE,0.672,-21.128742,-47.040931,plant,reference,,,POCOS--MG500
29,PCHMG002225,SmallHydro,SUDESTE,0.68,-18.490611,-46.927667,plant,reference,,,PTMIN1-MG138
30,PCHMG002535,SmallHydro,SUDESTE,0.768,-20.218504,-41.994669,plant,reference,,,MANHUAPCH006
31,PCHMG002656,SmallHydro,SUDESTE,2.394,-18.950183,-49.382684,plant,reference,,,SMORAIPCH013
32,PCHMG002686,SmallHydro,SUDESTE,0.955,-20.260000,-47.180000,bus-proxy,bus:ESTREI-MG500,,,ESTREI-MG500
33,PCHMG002782,SmallHydro,SUDESTE,2.12,-19.801206,-42.302086,plant,reference,,,CARATI-MG138
34,PCHMG003059,SmallHydro,SUDESTE,1.808,-21.924131,-45.471011,plant,siga:Operação,CGH.PH.MG.003059-7.2,Campanha - MG,SGSAPU-MG138
35,PCHMG026725,SmallHydro,SUDESTE,1.0,-16.627893,-43.308543,plant,reference,,,JNEIV2-ES345
36,PCHMG027129,SmallHydro,SUDESTE,2.5,-20.112500,-44.547778,plant,reference,,,ITAUN1-MG138
37,PCHMG027139,SmallHydro,SUDESTE,0.8,-21.774984,-46.615130,plant,siga:Operação,CGH.PH.MG.027139-0.1,Poços de Caldas - MG,POCOS--MG500
38,PCHMG027421,SmallHydro,SUDESTE,0.704,-18.525311,-49.215323,plant,reference,,,AVATIN-MG138
39,PCHMG027719,SmallHydro,SUDESTE,4.35,-20.494167,-43.450556,plant,reference,,,ALCAN-PCH013
40,PCHMG027928,SmallHydro,SUDESTE,0.424,-21.141833,-42.604506,plant,reference,,,CATAGUPCH006
41,PCHMG028018,SmallHydro,SUDESTE,0.528,-21.927736,-44.797364,plant,reference,,,CAXAMB-MG138
42,PCHMG028019,SmallHydro,SUDESTE,0.18,-21.941452,-44.845571,plant,reference,,,CAXAMB-MG138
43,PCHMG028020,SmallHydro,SUDESTE,0.428,-22.110822,-44.844594,plant,reference,,,CAXAMB-MG138
44,PCHMG028022,SmallHydro,SUDESTE,0.8,-22.165866,-44.117425,plant,reference,,,MINDUR-MG138
45,PCHMG028023,SmallHydro,SUDESTE,0.68,-21.421906,-46.917229,plant,reference,,,POCOS--MG500
46,PCHMG028242,SmallHydro,SUDESTE,1.0,-22.314703,-46.197281,plant,reference,,,BMATA--MG138
47,PCHMG028381,SmallHydro,SUDESTE,3.375,-19.609443,-47.456521,plant,reference,,,ESTREI-MG500
48,PCHMG028570,SmallHydro,SUDESTE,3.0,-20.276797,-42.651519,plant,reference,,,NOVAPOPCH013
49,PCHMG028955,SmallHydro,SUDESTE,1.5,-19.127131,-47.918600,plant,reference,,,MIRAND-MG138
50,PCHMG029216,SmallHydro,SUDESTE,0.44,-21.348032,-46.833636,plant,reference,,,GUAXU2-MG138
51,PCHMG029234,SmallHydro,SUDESTE,0.999,-20.140760,-44.880910,plant,reference,,,DIVIN1-MG138
52,PCHMG029271,SmallHydro,SUDESTE,0.99,-18.481944,-47.427222,plant,reference,,,COROMA-MG138
53,PCHMG029326,SmallHydro,SUDESTE,0.56,-19.895131,-47.475183,plant,reference,,,SACRAM-MG138
54,PCHMG029644,SmallHydro,SUDESTE,1.0,-21.834527,-46.092192,plant,reference,,,ALFEN1-MG138
55,PCHMG029723,SmallHydro,SUDESTE,2.34,-21.851240,-43.890177,plant,reference,,,JFORA-PCH023
56,PCHMG029881,SmallHydro,SUDESTE,0.99,-21.559444,-46.190556,plant,reference,,,ALFEN1-MG138
57,PCHMG030242,SmallHydro,SUDESTE,1.25,-22.570464,-46.409941,plant,reference,,,F.DIAS-SP500
58,PCHMG030621,SmallHydro,SUDESTE,0.458,-19.856156,-44.403294,plant,reference,,,PRMIN1-MG138
59,PCHMG030919,SmallHydro,SUDESTE,0.72,-21.950185,-44.510647,plant,reference,,,MINDUR-MG138
60,PCHMG030983,SmallHydro,SUDESTE,1.25,-22.573661,-46.411818,plant,reference,,,F.DIAS-SP500
61,PCHMG031023,SmallHydro,SUDESTE,0.46,-20.275833,-43.810468,plant,reference,,,ITABIR-MG138
62,PCHMG031130,SmallHydro,SUDESTE,0.831,-20.559236,-43.020583,plant,reference,,,PNVTOTPCH013
63,PCHMG031265,SmallHydro,SUDESTE,0.75,-21.730000,-46.208611,plant,reference,,,ALFEN1-MG138
64,PCHMG031277,SmallHydro,SUDESTE,1.0,-20.806111,-42.363611,plant,reference,,,MURIA2PCH006
65,PCHMG031281,SmallHydro,SUDESTE,0.95,-21.962500,-44.521667,plant,reference,,,MINDUR-MG138
66,PCHMG031318,SmallHydro,SUDESTE,1.0,-20.097778,-41.758056,plant,reference,,,MANHUAPCH006
67,PCHMG031334,SmallHydro,SUDESTE,3.0,-19.998611,-41.998056,plant,reference,,,MANHUAPCH006
68,PCHMG031618,SmallHydro,SUDESTE,1.0,-21.028600,-42.199720,plant,reference,,,MURIA2PCH006
69,PCHMG031641,SmallHydro,SUDESTE,0.95,-21.986667,-44.408333,plant,reference,,,MINDUR-MG138
70,PCHMG031677,SmallHydro,SUDESTE,1.0,-20.114444,-41.785556,plant,reference,,,MANHUAPCH006
71,PCHMG032005,SmallHydro,SUDESTE,0.92,-22.562500,-46.088333,plant,reference,,,F.DIAS-SP500
72,PCHMG032564,SmallHydro,SUDESTE,1.0,-19.856141,-42.331838,plant,reference,,,CARATI-MG138
73,PCHMG035745,SmallHydro,SUDESTE,1.6,-21.963804,-43.155063,plant,reference,,,JFORA4-MG138
74,PCHMG037400,SmallHydro,SUDESTE,1.0,-18.789823,-42.822647,plant,reference,,,GUANH2-MG138
75,PCHMG038150,SmallHydro,SUDESTE,2.1,-19.979154,-41.714564,plant,reference,,,IPATI1-MG138
76,PCHMG040663,SmallHydro,SUDESTE,3.0,-22.028514,-43.748105,plant,siga:Operação,CGH.PH.MG.040663-5.1,Santa Bárbara do Monte Verde - MG,S.JOSE-RJ500
77,PCHMS000859,SmallHydro,SUDESTE,4.2,-17.618898,-54.888347,plant,reference,,,CUIABA-MT500
78,PCHMS029430,SmallHydro,SUDESTE,1.0,-20.399910,-54.444335,plant,reference,,,CGCUIA-MS138
79,PCHMS030049,SmallHydro,SUDESTE,0.6,-20.424937,-54.394098,plant,reference,,,CUIABA-MT500
80,PCHMS030451,SmallHydro,SUDESTE,0.225,-19.402444,-54.539639,plant,reference,,,SGABRI-MS013
81,PCHMS044877,SmallHydro,SUDESTE,4.176,-18.979283,-52.605161,plant,reference,,,CORREGPCH034
82,PCHMT000040,SmallHydro,SUDESTE,1.9,-14.862778,-53.291667,plant,reference,,,NXAVAN-MT138
83,PCHMT000581,SmallHydro,SUDESTE,0.675,-15.879722,-53.581389,plant,reference,,,CUIABA-MT500
84,PCHMT000816,SmallHydro,SUDESTE,0.8,-14.602557,-59.416707,plant,reference,,,MINERAPCH013
85,PCHMT000935,SmallHydro,SUDESTE,2.788,-10.164997,-59.452378,plant,reference,,,FAXINAPCH013
86,PCHMT001447,SmallHydro,SUDESTE,0.85,-13.634827,-59.064841,plant,reference,,,AQ-MAZPCH013
87,PCHMT027213,SmallHydro,SUDESTE,0.768,-14.465000,-59.499444,plant,reference,,,CUIABA-MT500
88,PCHMT028813,SmallHydro,SUDESTE,0.72,-13.538889,-58.848333,plant,reference,,,CUIABA-MT500
89,PCHMT028899,SmallHydro,SUDESTE,1.0,-14.867007,-53.284508,plant,reference,,,NXAVAN-MT138
90,PCHMT029042,SmallHydro,SUDESTE,4.0,-16.090864,-55.074744,plant,siga:Operação,CGH.PH.MT.029042-4.2,"Jaciara - MT, Juscimeira - MT",ACLAR-PCH034
91,PCHMT029151,SmallHydro,SUDESTE,3.5,-15.982222,-55.375556,plant,reference,,,MESTREPCH013
92,PCHMT029154,SmallHydro,SUDESTE,2.0,-15.978056,-55.359444,plant,reference,,,MESTREPCH013
93,PCHMT029208,SmallHydro,SUDESTE,0.264,-17.273922,-54.933033,plant,reference,,,CGHSMSPCH013
94,PCHMT029210,SmallHydro,SUDESTE,0.8,-17.284392,-54.923714,plant,reference,,,CGHSMSPCH013
95,PCHMT029696,SmallHydro,SUDESTE,1.25,-14.417778,-59.523611,plant,reference,,,MINERAPCH013
96,PCHMT030227,SmallHydro,SUDESTE,1.94,-13.494764,-60.122597,plant,reference,,,COMODOPCH013
97,PCHMT030374,SmallHydro,SUDESTE,1.0,-14.858177,-53.292014,plant,reference,,,NXAVAN-MT138
98,PCHMT030640,SmallHydro,SUDESTE,0.39525,-13.650000,-59.900000,bus-proxy,bus:COMODOPCH013,,,COMODOPCH013
99,PCHMT030813,SmallHydro,SUDESTE,3.499,-15.969722,-55.088333,plant,reference,,,CUIABA-MT500
100,PCHMT030814,SmallHydro,SUDESTE,4.5,-15.976589,-55.081659,plant,reference,,,SUCUPIPCH013
101,PCHMT032151,SmallHydro,SUDESTE,3.52,-14.950278,-58.058050,plant,reference,,,CARAMJPCH013
102,PCHMT037358,SmallHydro,SUDESTE,5.0,-13.703069,-56.785911,plant,reference,,,BTZAL-PCH013
131,PCHRJ000769,SmallHydro,SUDESTE,0.686,-22.533056,-43.039167,plant,reference,,,S.JOSE-RJ500
132,PCHRJ000928,SmallHydro,SUDESTE,4.8,-22.218611,-43.165556,plant,reference,,,FAGUNDPCH013
133,PCHRJ001083,SmallHydro,SUDESTE,0.298,-22.329124,-42.516667,plant,reference,,,JULIUSPCH006
134,PCHRJ030620,SmallHydro,SUDESTE,0.796,-22.226604,-43.013519,plant,reference,,,S.JOSE-RJ500
135,PCHRJ038155,SmallHydro,SUDESTE,3.0,-21.863633,-42.435522,plant,reference,,,S.JOSE-RJ500
295,PCHSP000103,SmallHydro,SUDESTE,2.08,-20.818713,-45.060233,plant,siga:Operação,CGH.PH.MG.000103-1.2,Santana do Jacaré - MG,ANIL--PCH013
296,PCHSP000116,SmallHydro,SUDESTE,1.0,-24.483386,-49.064996,plant,reference,,,APIAI--SP138
297,PCHSP000336,SmallHydro,SUDESTE,0.8,-20.214722,-47.705556,plant,reference,,,ESTREI-MG500
298,PCHSP000768,SmallHydro,SUDESTE,2.6,-21.887957,-48.147490,plant,reference,,,ARARA2-SP500
299,PCHSP000884,SmallHydro,SUDESTE,2.25,-22.740074,-46.937385,plant,reference,,,F.DIAS-SP500
300,PCHSP001025,SmallHydro,SUDESTE,4.8,-21.846944,-48.489444,plant,reference,,,ARARA2-SP500
301,PCHSP001148,SmallHydro,SUDESTE,3.168,-22.727513,-45.452116,plant,reference,,,F.DIAS-SP500
302,PCHSP001310,SmallHydro,SUDESTE,0.72,-22.246944,-51.170833,plant,reference,,,PRP-P1-SP088
303,PCHSP001317,SmallHydro,SUDESTE,0.332,-23.981137,-47.939973,plant,siga:Operação,CGH.PH.SP.001317-0.1,São Miguel Arcanjo - SP,IBIUNA-SP500
304,PCHSP001322,SmallHydro,SUDESTE,1.68,-22.526944,-48.648611,plant,reference,,,ARARA2-SP500
305,PCHSP001486,SmallHydro,SUDESTE,0.6,-22.022796,-47.914578,plant,siga:Operação,CGH.PH.SP.001486-9.2,São Carlos - SP,ARARA2-SP500
306,PCHSP001988,SmallHydro,SUDESTE,1.344,-22.881667,-50.330833,plant,reference,,,CAND.M-SP088
307,PCHSP002164,SmallHydro,SUDESTE,2.6,-21.951674,-50.929125,plant,reference,,,ARARA2-SP500
308,PCHSP002238,SmallHydro,SUDESTE,1.2,-22.660298,-47.278007,plant,reference,,,LIMER2-SP138
309,PCHSP002570,SmallHydro,SUDESTE,1.0,-23.563333,-45.836389,plant,reference,,,F.DIAS-SP500
310,PCHSP002762,SmallHydro,SUDESTE,1.0,-21.888106,-48.147408,plant,reference,,,SOCORRPCH006
311,PCHSP002896,SmallHydro,SUDESTE,0.8,-23.999703,-47.957103,plant,reference,,,IBIUNA-SP500
312,PCHSP026849,SmallHydro,SUDESTE,0.788,-24.005556,-47.941111,plant,reference,,,IBIUNA-SP500
313,PCHSP027172,SmallHydro,SUDESTE,4.55,-22.933889,-46.895833,plant,reference,,,SANTA-PCH034
314,PCHSP027415,SmallHydro,SUDESTE,4.32,-22.074167,-48.062222,plant,reference,,,SANTA-PCH034 034kV-2
315,PCHSP028186,SmallHydro,SUDESTE,1.0,-23.327530,-47.768873,plant,reference,,,TATUI2-SP138
316,PCHSP028585,SmallHydro,SUDESTE,1.616,-22.953805,-48.737882,plant,reference,,,ARARA2-SP500
317,PCHSP028719,SmallHydro,SUDESTE,0.607,-21.332542,-47.298132,plant,reference,,,POCOS--MG500
318,PCHSP029296,SmallHydro,SUDESTE,2.0,-22.424998,-48.020560,plant,reference,,,ARARA2-SP500
319,PCHSP031099,SmallHydro,SUDESTE,1.012,-22.664444,-45.309167,plant,reference,,,F.DIAS-SP500
949,EOLRJ028730,Wind,SUDESTE,28.05,-21.565722,-41.073107,plant,reference,,,GARGAUEOL013
1326,PCHDF001975,SmallHydro,SUDESTE,30.0,-15.797814,-47.783958,plant,reference,,,PA----UHE013
1327,PCHES000048,SmallHydro,SUDESTE,2.056,-20.763551,-41.528574,plant,reference,,,ALEGR6PCH013
1328,PCHES000261,SmallHydro,SUDESTE,4.5,-20.399953,-41.266495,plant,reference,,,VICOSA-ES069
1329,PCHES000999,SmallHydro,SUDESTE,8.736,-20.695528,-41.082000,plant,reference,,,FRUTEIPCH013
1330,PCHES001272,SmallHydro,SUDESTE,4.84,-20.393407,-40.572677,plant,reference,,,SUCUPIPCH013
1331,PCHES002293,SmallHydro,SUDESTE,22.5,-20.060075,-40.642586,plant,reference,,,R.BONIUHE013
1332,PCHES026834,SmallHydro,SUDESTE,25.0,-20.508094,-41.280778,plant,reference,,,SJOAO-PCH013
1333,PCHES027575,SmallHydro,SUDESTE,4.5,-20.746575,-41.874797,plant,reference,,,ALEGR6PCH013
1334,PCHES027985,SmallHydro,SUDESTE,21.0,-20.603600,-40.805525,plant,reference,,,S.JOAQPCH013
1335,PCHES028171,SmallHydro,SUDESTE,27.0,-20.616667,-41.483333,plant,reference,,,S.SIMAPCH013
1336,PCHES028380,SmallHydro,SUDESTE,29.0,-20.696264,-41.515839,plant,reference,,,S.FE--PCH013
1337,PCHES028804,SmallHydro,SUDESTE,20.0,-21.107500,-41.727500,plant,siga:Operação,PCH.PH.ES.028804-7.1,"Bom Jesus do Itabapoana - RJ, São José do Calçado - ES",PIRAPEPCH013
1338,PCHES028805,SmallHydro,SUDESTE,19.0,-21.198611,-41.376389,plant,reference,,,P.GARRPCH013
1339,PCHES028986,SmallHydro,SUDESTE,30.0,-20.328147,-40.636850,plant,reference,,,S.PEDRPCH013
1340,PCHES030265,SmallHydro,SUDESTE,3.8,-20.834167,-41.122500,plant,reference,,,SGRAND-SP230
1341,PCHES035297,SmallHydro,SUDESTE,10.5,-19.965278,-41.076111,plant,reference,,,SLUIZ-PCH013
1342,PCHGO001147,SmallHydro,SUDESTE,30.0,-18.067500,-51.167500,plant,reference,,,IRARA-PCH013
1343,PCHGO026879,SmallHydro,SUDESTE,3.01,-15.516490,-49.485221,plant,reference,,,SGRAND-SP230
1344,PCHGO027533,SmallHydro,SUDESTE,18.0,-16.591565,-51.806203,plant,reference,,,PIRAN-PCH013
1345,PCHGO028182,SmallHydro,SUDESTE,11.6,-14.371036,-46.320978,plant,reference,,,IACIA-PCH006
1346,PCHGO028183,SmallHydro,SUDESTE,13.0,-14.358039,-46.197964,plant,reference,,,IACIA-PCH006
1347,PCHGO028184,SmallHydro,SUDESTE,13.4,-14.306394,-46.199934,plant,reference,,,IACIA-PCH006
1348,PCHGO028388,SmallHydro,SUDESTE,24.66,-13.412197,-46.369172,plant,reference,,,SDOII-PCH013
1349,PCHGO028541,SmallHydro,SUDESTE,30.0,-16.342685,-51.439037,plant,reference,,,MOSQUIPCH013
1350,PCHGO028737,SmallHydro,SUDESTE,17.0,-18.788333,-52.375278,plant,reference,,,PLANALPCH013
1351,PCHGO028771,SmallHydro,SUDESTE,18.0,-18.819722,-52.177500,plant,reference,,,RVELMOPCH013
1352,PCHGO028803,SmallHydro,SUDESTE,27.0,-18.143561,-48.270401,plant,reference,,,GOIANDPCH013
1353,PCHGO028829,SmallHydro,SUDESTE,12.0,-14.688216,-46.299220,plant,reference,,,IACIA-PCH006
1354,PCHGO028834,SmallHydro,SUDESTE,30.0,-17.944725,-51.726233,plant,reference,,,JATAI-PCH013
1355,PCHGO029066,SmallHydro,SUDESTE,21.0,-18.061886,-48.209867,plant,reference,,,NVAUROPCH013
1356,PCHGO029118,SmallHydro,SUDESTE,14.2,-18.736111,-52.296389,plant,reference,,,PONTALPCH013
1357,PCHGO029119,SmallHydro,SUDESTE,30.0,-16.441508,-51.399656,plant,reference,,,CAIAPOPCH013
1358,PCHGO029648,SmallHydro,SUDESTE,29.328,-16.535278,-51.480278,plant,reference,,,TAMBORPCH006
1359,PCHGO029663,SmallHydro,SUDESTE,16.0,-16.481111,-51.416944,plant,reference,,,RENIC-PCH006
1360,PCHGO030272,SmallHydro,SUDESTE,30.0,-18.730958,-51.798367,plant,reference,,,QUEIX-PCH013
1361,PCHGO030312,SmallHydro,SUDESTE,12.06,-13.395278,-46.390278,plant,reference,,,GALHI-PCH013
1362,PCHGO030973,SmallHydro,SUDESTE,30.0,-17.653931,-50.476914,plant,reference,,,VERDE8PCH013
1363,PCHGO031327,SmallHydro,SUDESTE,30.0,-17.727754,-50.451931,plant,reference,,,YPE---PCH013
1364,PCHGO031575,SmallHydro,SUDESTE,16.5,-17.971094,-51.762384,plant,reference,,,FAZVELPCH013
1365,PCHGO035111,SmallHydro,SUDESTE,12.0,-16.481270,-47.775842,plant,siga:Operação,PCH.PH.GO.035111-3.1,Luziânia - GO,SBARTOPCH006
1366,PCHGO035112,SmallHydro,SUDESTE,14.0,-16.645727,-47.832245,plant,siga:Operação,PCH.PH.GO.035112-1.1,"Cristalina - GO, Luziânia - GO",GAMELEPCH006
1367,PCHGO035113,SmallHydro,SUDESTE,15.8,-16.785056,-47.885108,plant,reference,,,TAMBOLPCH013
1368,PCHMG000104,SmallHydro,SUDESTE,1.56,-21.481540,-43.462162,plant,reference,,,GUARI-PCH013
1369,PCHMG000141,SmallHydro,SUDESTE,5.149,-22.153308,-44.090428,plant,reference,,,SAPZALPCH006
1370,PCHMG000291,SmallHydro,SUDESTE,19.0,-22.008889,-43.265278,plant,siga:Operação,PCH.PH.MG.000291-7.1,"Comendador Levy Gasparian - RJ, Simão Pereira - MG",BONFA-PCH013
1371,PCHMG000836,SmallHydro,SUDESTE,5.6,-19.163639,-43.671333,plant,reference,,,PLEOP3-MG138
1372,PCHMG001047,SmallHydro,SUDESTE,15.8,-20.182890,-42.365629,plant,reference,,,GRANADPCH006
1373,PCHMG001078,SmallHydro,SUDESTE,5.4,-21.488927,-43.455202,plant,reference,,,GUARI-PCH013
1374,PCHMG001361,SmallHydro,SUDESTE,1.72,-15.522475,-41.511117,plant,reference,,,BI+CH-UTE013
1375,PCHMG001454,SmallHydro,SUDESTE,10.685,-22.033392,-43.782588,plant,reference,,,NGUAPOPCH013
1376,PCHMG001932,SmallHydro,SUDESTE,1.92,-22.180359,-44.277777,plant,reference,,,MINDUR-MG138
1377,PCHMG001934,SmallHydro,SUDESTE,23.0,-19.486111,-47.541667,plant,reference,,,PJOAQ-UHE013
1378,PCHMG001977,SmallHydro,SUDESTE,4.28,-18.638542,-43.965399,plant,reference,,,SLOUREPCH013
1379,PCHMG002069,SmallHydro,SUDESTE,20.0,-19.769040,-41.788447,plant,reference,,,PIPOCAPCH013
1380,PCHMG002070,SmallHydro,SUDESTE,3.34,-22.547658,-45.361850,plant,reference,,,ITAJU1-MG138
1381,PCHMG002092,SmallHydro,SUDESTE,30.0,-21.806731,-46.135046,plant,reference,,,PFUNDOPCH013
1382,PCHMG002345,SmallHydro,SUDESTE,9.28,-20.213333,-43.731667,plant,reference,,,RPEDRAPCH013
1383,PCHMG002856,SmallHydro,SUDESTE,2.88,-20.914528,-42.026944,plant,reference,,,SGRAND-SP230
1384,PCHMG026798,SmallHydro,SUDESTE,6.82,-22.600833,-45.547483,plant,reference,,,SBERNAPCH013
1385,PCHMG027066,SmallHydro,SUDESTE,4.0,-20.476667,-43.446389,plant,reference,,,ALCAN-PCH013
1386,PCHMG027207,SmallHydro,SUDESTE,9.0,-20.227689,-41.996003,plant,reference,,,MANHUAPCH006
1387,PCHMG027530,SmallHydro,SUDESTE,23.0,-18.939976,-42.486217,plant,reference,,,BPACIEPCH013
1388,PCHMG027532,SmallHydro,SUDESTE,24.4,-21.302678,-42.912531,plant,reference,,,TRIUNFPCH006
1389,PCHMG027534,SmallHydro,SUDESTE,24.3,-21.374049,-42.993782,plant,reference,,,PONTE-PCH006
1390,PCHMG027572,SmallHydro,SUDESTE,7.5,-19.986667,-41.719167,plant,reference,,,V.ALEGPCH013
1391,PCHMG027576,SmallHydro,SUDESTE,10.0,-22.493609,-45.330010,plant,reference,,,NAGUIAPCH013
1392,PCHMG027645,SmallHydro,SUDESTE,22.5,-19.085682,-42.852582,plant,reference,,,FUNIL-PCH013
1393,PCHMG027673,SmallHydro,SUDESTE,11.0,-19.813000,-43.266793,plant,reference,,,SGONCAPCH006
1394,PCHMG027722,SmallHydro,SUDESTE,29.232,-21.479174,-42.845210,plant,reference,,,NUMAURPCH006
1395,PCHMG027727,SmallHydro,SUDESTE,12.4,-21.345035,-42.970784,plant,reference,,,PALESTPCH006
1396,PCHMG027728,SmallHydro,SUDESTE,10.0,-19.519959,-42.766671,plant,reference,,,IPATINPCH013
1397,PCHMG027729,SmallHydro,SUDESTE,9.0,-20.047222,-41.743333,plant,reference,,,VARGINPCH013
1398,PCHMG027730,SmallHydro,SUDESTE,3.8,-22.162188,-45.277468,plant,reference,,,MFE2---MG138
1399,PCHMG027731,SmallHydro,SUDESTE,15.0,-20.701801,-42.064030,plant,reference,,,CARANGPCH013
1400,PCHMG027842,SmallHydro,SUDESTE,14.0,-18.947334,-42.529307,plant,reference,,,CGRADBPCH013
1401,PCHMG027870,SmallHydro,SUDESTE,7.8,-21.702888,-46.575858,plant,reference,,,RONDONPCH013
1402,PCHMG027910,SmallHydro,SUDESTE,19.8,-19.613947,-41.803443,plant,reference,,,AREIABPCH013
1403,PCHMG027940,SmallHydro,SUDESTE,27.0,-19.436880,-41.614391,plant,reference,,,CACHOEPCH013
1404,PCHMG027957,SmallHydro,SUDESTE,10.0,-20.452937,-43.272831,plant,reference,,,PNVTOTPCH013
1405,PCHMG027958,SmallHydro,SUDESTE,22.7,-21.084515,-42.343719,plant,reference,,,ENCOBEPCH006
1406,PCHMG028036,SmallHydro,SUDESTE,1.816,-22.115351,-44.839672,plant,reference,,,CAXAMB-MG138
1407,PCHMG028175,SmallHydro,SUDESTE,6.0,-20.362502,-43.212369,plant,reference,,,PNVTOTPCH013
1408,PCHMG028426,SmallHydro,SUDESTE,9.0,-18.893550,-42.684975,plant,reference,,,FORTUNPCH013
1409,PCHMG028607,SmallHydro,SUDESTE,24.0,-16.192118,-47.173493,plant,reference,,,MVELHAPCH013
1410,PCHMG028670,SmallHydro,SUDESTE,20.0,-18.599898,-41.848317,plant,reference,,,PAIOL-PCH013
1411,PCHMG028673,SmallHydro,SUDESTE,26.0,-16.186389,-47.028056,plant,reference,,,UNAIBAPCH013
1412,PCHMG028735,SmallHydro,SUDESTE,12.0,-19.038190,-42.923788,plant,reference,,,SPORTOPCH013
1413,PCHMG028749,SmallHydro,SUDESTE,9.0,-19.002383,-42.946628,plant,reference,,,JACAREPCH013
1414,PCHMG028781,SmallHydro,SUDESTE,14.0,-19.068082,-42.889961,plant,reference,,,DGUANHPCH013
1415,PCHMG028807,SmallHydro,SUDESTE,21.69,-18.688333,-49.009167,plant,reference,,,PIEDADPCH013
1416,PCHMG028842,SmallHydro,SUDESTE,19.1,-17.595094,-40.986122,plant,reference,,,MUCURIPCH013
1417,PCHMG028987,SmallHydro,SUDESTE,6.0,-19.535937,-42.125631,plant,reference,,,INHAP2-MG138
1418,PCHMG029646,SmallHydro,SUDESTE,19.0,-18.681027,-48.499657,plant,reference,,,MALAGOPCH013
1419,PCHMG030148,SmallHydro,SUDESTE,2.88,-20.775017,-44.695974,plant,reference,,,CLAUD2-MG138
1420,PCHMG030542,SmallHydro,SUDESTE,3.4,-20.363956,-44.195728,plant,reference,,,SGRAND-SP230
1421,PCHMG030556,SmallHydro,SUDESTE,4.0,-20.388686,-44.187590,plant,reference,,,SGRAND-SP230
1422,PCHMG030597,SmallHydro,SUDESTE,8.0,-21.315000,-42.945000,plant,reference,,,ZETUNIPCH006
1423,PCHMG030961,SmallHydro,SUDESTE,5.335,-17.755931,-44.473320,plant,reference,,,VPALM1-MG138
1424,PCHMG031207,SmallHydro,SUDESTE,30.0,-18.362897,-43.959956,plant,reference,,,SAGULHPCH013
1425,PCHMG033465,SmallHydro,SUDESTE,29.9,-21.608590,-45.461148,plant,reference,,,BOAVI2PCH013
1426,PCHMS000872,SmallHydro,SUDESTE,16.0,-18.558875,-53.134386,plant,reference,,,CRICA-PCH013
1427,PCHMS027587,SmallHydro,SUDESTE,21.6,-19.041223,-52.999911,plant,reference,,,PARAISPCH013
