code,name,tech,system,capacity_MW,lat,lon,confidence,source,cod_ceg,municipio,bus
1706,PCHSC035764,SmallHydro,SUL,24.0,-27.532308,-51.423378,plant,reference,,,TUPIT-PCH013
2073,UFVRS046252,Solar,SUL,0.729,-27.687694,-53.307333,plant,reference,,,JLACEB-SC230
2074,UFVRS046531,Solar,SUL,0.561,-27.365939,-53.193536,plant,reference,,,CURITI-PR230
2075,UFVRS046740,Solar,SUL,0.379,-27.357456,-53.196986,plant,reference,,,GUARAP-PR138
2076,UFVRS046811,Solar,SUL,1.87,-29.183333,-51.283333,plant,reference,,,XANXER-SC138
2077,UFVRS046921,Solar,SUL,0.718,-27.356436,-53.188931,plant,reference,,,CURITI-PR230
2078,UFVRS056750,Solar,SUL,0.3,-29.449417,-51.353023,plant,siga:Operação,UFV.RS.RS.056750-7.1,Bom Princípio - RS,CAXIAN-RS525
2079,UFVRS060668,Solar,SUL,3.31,-27.608353,-53.162014,plant,reference,,,JAGUAR-SC069
2080,UFVRS066994,Solar,SUL,0.9,-29.752522,-52.426739,plant,siga:Operação,UFV.RS.RS.066994-6.1,Santa Cruz do Sul - RS,N.S.RI-RS525
2081,UFVRS067994,Solar,SUL,0.5,-29.122500,-51.186667,plant,siga:Operação,UFV.RS.RS.067994-1.1,Caxias do Sul - RS,CAXIAN-RS525
2082,UFVRS071325,Solar,SUL,0.75,-27.475194,-53.189500,plant,reference,,,CURITI-PR230
2083,UFVRS071626,Solar,SUL,0.275,-28.383889,-52.704444,plant,siga:Operação,UFV.RS.RS.071626-0.1,Santo Antônio do Planalto - RS,CHAES3-RS069
2084,UFVRS071671,Solar,SUL,0.6,-30.002500,-50.718056,plant,siga:Operação,UFV.RS.RS.071671-5.1,Bom Jesus - RS,GRAVAT-RS525
2085,UFVRS072136,Solar,SUL,1.0,-29.172633,-51.283405,plant,siga:Operação,UFV.RS.RS.072136-0.1,Farroupilha - RS,CAXIAN-RS525
2086,UFVRS072684,Solar,SUL,0.375,-29.985807,-54.000050,plant,siga:Operação,UFV.RS.RS.072684-2.1,Santa Maria - RS,N.S.RI-RS525
2087,UFVSC031430,Solar,SUL,3.068,-28.447778,-48.974722,plant,reference,,,TUBARA-SC069
2088,UFVSC031635,Solar,SUL,0.93,-27.577900,-48.508170,plant,reference,,,TRINDA-SC138
2089,UFVSC045493,Solar,SUL,1.0,-27.058194,-52.784586,plant,reference,,,CHAPE2-SC138
2090,UFVSC046484,Solar,SUL,0.558,-26.282045,-49.367664,plant,reference,,,LUCIA1PCH013
2091,UFVSC049225,Solar,SUL,1.245,-27.592222,-48.681111,plant,siga:Operação,UFV.RS.SC.049225-6.1,São José - SC,ROCADO-SC138
2092,UFVSC060665,Solar,SUL,0.147,-26.945000,-52.948056,plant,siga:Operação,UFV.RS.SC.060665-0.1,Xaxim - SC,ITA----SC525
2093,UFVSC064476,Solar,SUL,0.675,-27.181667,-49.597222,plant,siga:Operação,UFV.RS.SC.064476-5.1,Rio do Sul - SC,RIOSU2-SC138
2094,UFVSC071333,Solar,SUL,0.108,-26.945833,-52.530278,plant,siga:Operação,UFV.RS.SC.071333-3.1,Xaxim - SC,ITA----SC525
2095,UFVSC071714,Solar,SUL,0.4,-26.874167,-52.408333,plant,siga:Operação,UFV.RS.SC.071714-2.1,Xanxerê - SC,ITA----SC525
2161,PCHPR001075,SmallHydro,SUL,36.0,-25.714940,-48.972967,plant,reference,,,GUARI-UHE013
2162,PCHPR001509,SmallHydro,SUL,8.2,-24.105017,-52.330058,plant,reference,,,MOURAOPCH013
2163,PCHPR028994,SmallHydro,SUL,37.042,-25.532778,-51.815556,plant,reference,,,GPVA-O-PR138
2164,PCHPR032923,SmallHydro,SUL,36.0,-24.534167,-50.406389,plant,reference,,,TIBAGIUHE013
2165,PCHRS000324,SmallHydro,SUL,19.2,-29.314808,-50.679836,plant,reference,,,BUGRE-PCH013
2166,PCHRS001997,SmallHydro,SUL,3.2,-28.282983,-53.810253,plant,reference,,,SANGEL-RS525
2167,PCHSC000302,SmallHydro,SUL,15.0,-26.330014,-49.095366,plant,reference,,,BRACINPCH013
2168,PCHSC000737,SmallHydro,SUL,8.4,-26.645000,-49.356944,plant,reference,,,RCEDROPCH023
2169,PCHSC001019,SmallHydro,SUL,8.92,-27.548631,-49.006263,plant,reference,,,GARCIAPCH023
2170,PCHSC001945,SmallHydro,SUL,24.602,-26.648868,-49.338538,plant,reference,,,PALMEIPCH013
2171,PCHSC002045,SmallHydro,SUL,30.0,-27.457753,-50.639724,plant,reference,,,PERY02PCH023
2172,PCHSC002682,SmallHydro,SUL,6.28,-26.879722,-49.110000,plant,reference,,,SALTO-PCH023
2173,PCHSC027620,SmallHydro,SUL,1.805,-27.132606,-51.444352,plant,reference,,,CNOVOS-SC525
2324,PCTPR028074,Biomass,SUL,40.0,-23.567772,-52.428502,plant,reference,,,DESTILUTE013
2325,PCTPR028139,Biomass,SUL,36.0,-22.875556,-52.180833,plant,reference,,,STEPR-UTE013
2326,PCTPR028148,Biomass,SUL,50.0,-23.270757,-52.487552,plant,reference,,,COOPC-UTE013
2327,PCTPR028149,Biomass,SUL,50.5,-23.748010,-52.873335,plant,reference,,,STERE-UTE013
2328,PCTPR028153,Biomass,SUL,20.0,-23.093154,-49.941257,plant,reference,,,AALEGRUTE013
2329,PCTPR028246,Biomass,SUL,12.33,-25.357859,-51.481258,plant,reference,,,ECOLUZUTE013
2330,PCTPR028367,Biomass,SUL,30.0,-22.931189,-51.951396,plant,reference,,,AALEGRUTE013
2331,PCTPR029144,Biomass,SUL,40.0,-23.372600,-52.905000,plant,reference,,,USACIGUTE013
2332,PCTPR029575,Biomass,SUL,35.0,-22.708800,-51.777400,plant,reference,,,S.INACUTE013
2333,PCTPR029780,Biomass,SUL,16.5,-22.783080,-52.704045,plant,reference,,,STETR-UTE034
2334,PCTPR029993,Biomass,SUL,13.6,-25.543324,-49.372076,plant,reference,,,BERNECUTE013
2335,PCTPR030724,Biomass,SUL,10.026,-23.265897,-52.492139,plant,reference,,,GEOEL-UTE034
2336,PCTPR031034,Biomass,SUL,42.0,-22.858509,-51.377479,plant,reference,,,AALFLOUTE013
2337,PCTPR031098,Biomass,SUL,330.0,-24.243611,-50.741389,plant,reference,,,KLACELUTE013
2338,PCTPR031968,Biomass,SUL,43.0,-22.652415,-51.797714,plant,reference,,,AALEGR-PR138
2339,PCTPR035069,Biomass,SUL,9.982,-25.660275,-49.344164,plant,reference,,,UMBARA-PR069
2340,PCTPR044809,Biomass,SUL,3.2,-24.118817,-49.469142,plant,reference,,,JAGUAR-PR138
2341,PCTPR045824,Biomass,SUL,134.8,-24.244286,-50.743469,plant,reference,,,PUMA2-UTE013
2342,PCTPR049660,Biomass,SUL,0.26,-24.236717,-53.703849,plant,reference,,,GUAIRA-PR138
2343,PCTPR050872,Biomass,SUL,7.6,-22.800108,-52.989181,plant,reference,,,PRVNRT-PR138
2344,PCTPR051729,Biomass,SUL,50.0,-22.931761,-51.951666,plant,reference,,,AALEG2UTE006
2345,PCTPR071935,Biomass,SUL,0.749,-24.199380,-52.970580,plant,siga:Operação,UTE.AI.PR.071935-8.1,Goioerê - PR,UMUSUL-PR138
2352,PCTRS000827,Biomass,SUL,74.0,-29.939010,-51.708535,plant,reference,,,CHAES3-RS069
2353,PCTRS002192,Biomass,SUL,71.9,-29.869826,-51.177196,plant,reference,,,PETROB-RS069
2354,PCTRS027948,Biomass,SUL,4.2,-29.125769,-56.543535,plant,reference,,,URUGU4-RS069
2355,PCTRS028239,Biomass,SUL,10.0,-31.412677,-53.073868,plant,siga:Operação,UTE.FL.RS.028239-1.1,Piratini - RS,PEL4---RS069
2356,PCTRS028600,Biomass,SUL,3.825,-29.782510,-55.769535,plant,reference,,,ALEGR2-RS069
2357,PCTRS029148,Biomass,SUL,5.0,-29.803355,-55.816194,plant,reference,,,ALEGR4-RS069
2358,PCTRS029583,Biomass,SUL,12.5,-28.671010,-55.914701,plant,reference,,,PIRAHY-RS069
2359,PCTRS030541,Biomass,SUL,8.496,-30.150785,-52.026029,plant,reference,,,CHA2---RS069
2360,PCTRS030666,Biomass,SUL,250.994,-30.131443,-51.297535,plant,reference,,,CMPC---RS230
2361,PCTRS035434,Biomass,SUL,7.0,-27.673889,-52.287500,plant,reference,,,ERECH1-RS138
2362,PCTRS040886,Biomass,SUL,30.0,-29.870556,-51.399000,plant,reference,,,TRIUNF-RS069
2363,PCTRS043021,Biomass,SUL,3.7,-28.410000,-53.930000,bus-proxy,bus:IJUI1--RS069,,,IJUI1--RS069
2364,PCTRS048608,Biomass,SUL,5.5,-28.417778,-53.909722,plant,siga:Operação,UTE.FL.RS.048608-6.1,Ijuí - RS,IJUI1--RS069
2365,PCTRS052115,Biomass,SUL,6.78,-28.924611,-51.538153,plant,siga:Operação,UTE.FL.RS.052115-9.1,Veranópolis - RS,NPRATA-RS069
2366,PCTRS065119,Biomass,SUL,1.0,-28.501403,-52.644997,plant,reference,,,COLTIH-RS069
2367,PCTRS066003,Biomass,SUL,1.0,-29.659850,-53.860880,plant,siga:Operação,UTE.RU.RS.066003-5.1,Santa Maria - RS,SMARI3-RS138
2368,PCTRS066946,Biomass,SUL,1.0,-28.028618,-54.388612,plant,reference,,,SROSA4-RS069
2369,PCTRS072846,Biomass,SUL,3.5,-30.856643,-51.778288,plant,siga:Operação,UTE.AI.RS.072846-2.1,Camaquã - RS,CAM1---RS069
2370,PCTSC028140,Biomass,SUL,4.0,-26.189174,-50.369195,plant,siga:Operação,UTE.FL.SC.028140-9.1,Canoinhas - SC,CANOIN-SC138
2371,PCTSC028745,Biomass,SUL,28.0,-27.816000,-50.326000,plant,reference,,,UCLA--UTE013
2372,PCTSC050640,Biomass,SUL,2.264,-26.977222,-48.703611,plant,reference,,,ITAJFA-SC138
2373,PCTSC052078,Biomass,SUL,4.68,-27.362222,-48.639167,plant,reference,,,TIJUCA-SC138
2374,PCTSC066989,Biomass,SUL,28.6,-27.867533,-50.396775,plant,siga:Operação,UTE.FL.SC.066989-0.1,Lages - SC,BNKSEA-SC138
2812,EOLRS032236,Wind,SUL,4.2,-31.031295,-55.930850,plant,siga:Operação,EOL.CV.RS.032236-9.1,Santana do Livramento - RS,CNEG2-EOL034
2813,EOLRS032237,Wind,SUL,88.2,-31.075218,-55.886333,plant,siga:Operação,EOL.CV.RS.032237-7.1,Santana do Livramento - RS,CNEG3-EOL034
2814,EOLRS033807,Wind,SUL,33.6,-31.018973,-55.814473,plant,siga:Operação,EOL.CV.RS.033807-9.1,Santana do Livramento - RS,CNEG4-EOL034
3391,PCTRS056664,Biomass,SUL,12.09,-29.168444,-56.491528,plant,siga:Construção,UTE.AI.RS.056664-0.1,Itaqui - RS,MACAMB-RS069
3393,PCTSC073554,Biomass,SUL,2.625,-28.668980,-49.230589,plant,siga:Operação,UTE.AI.SC.073554-0.1,Morro da Fumaça - SC,CERMMV-SC069
3398,PCHSC030131,SmallHydro,SUL,24.0,-26.661808,-49.332564,plant,siga:Construção,PCH.PH.SC.030131-0.1,Rio dos Cedros - SC,ARROZMPCH013
3399,PCHSC030982,SmallHydro,SUL,19.5,-28.292389,-50.658247,plant,siga:Construção,PCH.PH.SC.030982-6.1,Lages - SC,CAXIAN-RS525
3400,PCHSC031498,SmallHydro,SUL,12.0,-28.018044,-50.745933,plant,siga:Construção,PCH.PH.SC.031498-6.1,"Capão Alto - SC, Campo Belo do Sul - SC",ITASEC-SC138
3401,PCHSC034669,SmallHydro,SUL,20.453,-27.427675,-51.788237,plant,siga:Operação,PCH.PH.SC.034669-1.1,Ipira - SC,PIRA--PCH013
3402,PCHSC037173,SmallHydro,SUL,17.393,-27.357876,-51.688871,plant,siga:Construção,PCH.PH.SC.037173-4.1,"Capinzal - SC, Ouro - SC",AALEGRPCH013
3403,PCHSC035741,SmallHydro,SUL,1.0,-27.592494,-48.707878,plant,siga:Operação,CGH.PH.SC.035741-3.1,São José - SC,PALHOC-SC138
3404,PCHSC037419,SmallHydro,SUL,2.0,-27.506115,-48.996924,plant,siga:Operação,CGH.PH.SC.037419-9.1,Angelina - SC,SIDER2-SC525
3405,PCHSC038156,SmallHydro,SUL,3.696,-28.282992,-50.202964,plant,siga:Operação,CGH.PH.SC.038156-0.1,São Joaquim - SC,SJOAQU-SC138
3406,PCHSC030675,SmallHydro,SUL,2.0,-27.585000,-49.007500,plant,siga:Operação,PCH.PH.SC.030675-4.1,Angelina - SC,ANGELI-SC138
3407,PCHSC035530,SmallHydro,SUL,3.25,-26.806978,-49.355646,plant,siga:Operação,PCH.PH.SC.035530-5.1,"Benedito Novo - SC, Rodeio - SC",RODEIOPCH013
3408,PCHSC031439,SmallHydro,SUL,5.6,-28.200660,-50.170761,plant,siga:Operação,PCH.PH.SC.031439-0.1,"Benedito Novo - SC, Lages - SC, São Joaquim - SC",SJOAQU-SC138
3409,PCHSC032305,SmallHydro,SUL,5.7,-26.352431,-49.323100,plant,siga:Construção,PCH.PH.SC.032305-5.1,São Bento do Sul - SC,SIDER2-SC525
3410,PCHSC032571,SmallHydro,SUL,5.1,-26.683619,-53.279208,plant,siga:Operação,PCH.PH.SC.032571-6.1,"Romelândia - SC, São Miguel da Boa Vista - SC",JASPE-PCH006
3411,PCHSC035782,SmallHydro,SUL,9.0,-27.091944,-51.352500,plant,siga:Construção,PCH.PH.SC.035782-0.1,Ibicaré - SC,TANGAR-SC138
3412,PCHSC037820,SmallHydro,SUL,9.6,-27.271554,-51.548060,plant,siga:Operação,PCH.PH.SC.037820-8.1,Lacerdópolis - SC,LADOPOPCH013
3413,PCHSC045165,SmallHydro,SUL,6.0,-26.998056,-50.686667,plant,siga:Construção,PCH.PH.SC.045165-7.1,Lebon Régis - SC,FRAIBU-SC069
3420,PCHPR028419,SmallHydro,SUL,28.0,-25.551939,-49.854446,plant,siga:Operação,PCH.PH.PR.028419-0.1,Lapa - PR,LUCIA1PCH013
3421,PCHPR028791,SmallHydro,SUL,15.5,-25.657119,-51.444739,plant,siga:Construção,PCH.PH.PR.028791-1.1,"Guarapuava - PR, Pinhão - PR",AREIA--PR525
3422,PCHPR035005,SmallHydro,SUL,18.15,-24.097083,-49.620917,plant,siga:Construção,PCH.PH.PR.035005-2.1,"Jaguariaíva - PR, Sengés - PR",BEIRARPCH013
3423,PCHPR035147,SmallHydro,SUL,15.0,-24.303483,-51.347429,plant,siga:Construção não iniciada,PCH.PH.PR.035147-4.1,Rio Branco do Ivaí - PR,CZONTAPCH013
3424,PCHPR035274,SmallHydro,SUL,13.0,-24.482803,-50.382236,plant,siga:Construção,PCH.PH.PR.035274-8.1,Tibagi - PR,FORTALPCH013
3425,PCHPR036938,SmallHydro,SUL,14.2,-25.118592,-52.386575,plant,siga:Operação,PCH.PH.PR.036938-1.1,"Laranjeiras do Sul - PR, Marquinho - PR",COBRE-PCH013
3426,PCHPR037258,SmallHydro,SUL,30.0,-26.243283,-52.425806,plant,siga:Operação,PCH.PH.PR.037258-7.1,"Clevelândia - PR, Honório Serpa - PR",S.LUIZPCH013
3427,PCHPR037743,SmallHydro,SUL,21.0,-24.936189,-51.429603,plant,siga:Operação,PCH.PH.PR.037743-0.1,Turvo - PR,PAREDIPCH013
3428,PCHPR029505,SmallHydro,SUL,10.0,-22.702972,-52.052539,plant,siga:Operação,PCH.PH.PR.029505-1.1,"Colorado - PR, Paranacity - PR, Paranapoema - PR",CORFUNPCH013
3429,PCHPR034117,SmallHydro,SUL,5.2,-25.310806,-51.967597,plant,siga:Construção não iniciada,PCH.PH.PR.034117-7.1,"Goioxim - PR, Guarapuava - PR",CAVER8PCH013
3430,PCHPR035146,SmallHydro,SUL,7.0,-25.047090,-50.988032,plant,siga:Construção,PCH.PH.PR.035146-6.1,Prudentópolis - PR,SJOAO2PCH013
3431,PCHPR035416,SmallHydro,SUL,10.0,-25.463537,-51.660779,plant,siga:Operação,PCH.PH.PR.035416-3.1,Guarapuava - PR,AREIA--PR525
3432,PCHRS037249,SmallHydro,SUL,27.27,-28.611756,-51.343478,plant,siga:Operação,PCH.PH.RS.037249-8.1,Ipê - RS,SALTINPCH013
3433,PCHRS037413,SmallHydro,SUL,23.6,-28.351345,-54.005957,plant,siga:Operação,PCH.PH.RS.037413-0.1,"Coronel Barros - RS, Ijuí - RS",LINONZPCH023
3434,PCHRS029063,SmallHydro,SUL,8.0,-28.752778,-51.843889,plant,reference,,,BOAFE-PCH013
3435,PCHRS031029,SmallHydro,SUL,9.75,-29.448900,-54.092250,plant,siga:Operação,PCH.PH.RS.031029-8.1,"Quevedos - RS, São Martinho da Serra - RS",RINCSMPCH006
3436,PCHRS037468,SmallHydro,SUL,5.2,-28.655853,-52.704069,plant,siga:Operação,PCH.PH.RS.037468-7.1,"Mormaço - RS, Victor Graeff - RS",SANTOAPCH013
3665,PSU326445,SmallHydro,SUL,8.90241,-26.610000,-52.290000,bus-proxy,bus:ABLLUZ-SC138,,,ABLLUZ-SC138
3666,PSU326834,SmallHydro,SUL,4.36416,-23.080000,-50.190000,bus-proxy,bus:ANDLST-PR138,,,ANDLST-PR138
3667,PSU326818,SmallHydro,SUL,5.83047,-23.530000,-51.450000,bus-proxy,bus:APUCAR-PR138,,,APUCAR-PR138
3668,PSU326826,SmallHydro,SUL,11.9582,-25.970000,-51.600000,bus-proxy,bus:AREIA--PR138,,,AREIA--PR138
3669,PSU326910,SmallHydro,SUL,4.68095,-24.070000,-52.370000,bus-proxy,bus:C.MOUR-PR138,,,C.MOUR-PR138
3670,PSU326356,SmallHydro,SUL,7.15798,-27.350000,-51.600000,bus-proxy,bus:CAPINZ-SC069,,,CAPINZ-SC069
3671,PSU326894,SmallHydro,SUL,5.44553,-25.000000,-53.460000,bus-proxy,bus:CASCAV-PR138,,,CASCAV-PR138
3672,PSU3244656,SmallHydro,SUL,10.2855,-25.230000,-49.320000,bus-proxy,bus:CBANOR-PR138,,,CBANOR-PR138
3673,PSU326327,SmallHydro,SUL,8.78321,-27.310000,-50.540000,bus-proxy,bus:CURITI-SC138,,,CURITI-SC138
3674,PSU326957,SmallHydro,SUL,4.55796,-23.850000,-50.390000,bus-proxy,bus:FIGUEI-PR138,,,FIGUEI-PR138
3675,PSU328325,SmallHydro,SUL,7.68439,-28.840000,-51.900000,bus-proxy,bus:GUAPOR-RS069,,,GUAPOR-RS069
3676,PSU326239,SmallHydro,SUL,8.35751,-26.850000,-49.150000,bus-proxy,bus:KARSFI-SC069,,,KARSFI-SC069
3677,PSU3246563,SmallHydro,SUL,4.77974,-29.580000,-54.450000,bus-proxy,bus:MATA---RS069,,,MATA---RS069
3678,PSU328180,SmallHydro,SUL,8.76361,-28.810000,-51.610000,bus-proxy,bus:NPRATA-RS069,,,NPRATA-RS069
3679,PSU327122,SmallHydro,SUL,13.3972,-26.210000,-52.670000,bus-proxy,bus:PATOBR-PR138,,,PATOBR-PR138
3680,PSU328345,SmallHydro,SUL,6.52068,-27.500000,-53.220000,bus-proxy,bus:PINHAL-RS138,,,PINHAL-RS138
3681,PSU326456,SmallHydro,SUL,4.49778,-26.800000,-52.720000,bus-proxy,bus:QUILOM-SC138,,,QUILOM-SC138
3682,PSU328260,SmallHydro,SUL,5.50664,-28.300000,-54.290000,bus-proxy,bus:SANGL2-RS069,,,SANGL2-RS069
3683,PSU326328,SmallHydro,SUL,18.8979,-28.270000,-49.920000,bus-proxy,bus:SJOAQU-SC138,,,SJOAQU-SC138
3684,PSU327821,SmallHydro,SUL,6.02933,-25.540000,-53.010000,bus-proxy,bus:SOSORI-PR069,,,SOSORI-PR069
3685,PSU326398,SmallHydro,SUL,5.31185,-27.120000,-51.250000,bus-proxy,bus:TANGAR-SC138,,,TANGAR-SC138
3686,PSU328319,SmallHydro,SUL,13.3702,-28.490000,-50.910000,bus-proxy,bus:VACARI-RS138,,,VACARI-RS138
3687,PSU326490,SmallHydro,SUL,7.91681,-26.860000,-52.390000,bus-proxy,bus:XANXER-SC138,,,XANXER-SC138
3688,PSU336445,SmallHydro,SUL,9.72941,-26.610000,-52.290000,bus-proxy,bus:ABLLUZ-SC138,,,ABLLUZ-SC138
3689,PSU336834,SmallHydro,SUL,4.76957,-23.080000,-50.190000,bus-proxy,bus:ANDLST-PR138,,,ANDLST-PR138
3690,PSU336818,SmallHydro,SUL,6.3721,-23.530000,-51.450000,bus-proxy,bus:APUCAR-PR138,,,APUCAR-PR138
3691,PSU336826,SmallHydro,SUL,13.0691,-25.970000,-51.600000,bus-proxy,bus:AREIA--PR138,,,AREIA--PR138
3692,PSU336910,SmallHydro,SUL,5.11579,-24.070000,-52.370000,bus-proxy,bus:C.MOUR-PR138,,,C.MOUR-PR138
3693,PSU336356,SmallHydro,SUL,7.82293,-27.350000,-51.600000,bus-proxy,bus:CAPINZ-SC069,,,CAPINZ-SC069
3694,PSU336894,SmallHydro,SUL,5.9514,-25.000000,-53.460000,bus-proxy,bus:CASCAV-PR138,,,CASCAV-PR138
3695,PSU3344656,SmallHydro,SUL,11.241,-25.230000,-49.320000,bus-proxy,bus:CBANOR-PR138,,,CBANOR-PR138
3696,PSU336327,SmallHydro,SUL,9.59913,-27.310000,-50.540000,bus-proxy,bus:CURITI-SC138,,,CURITI-SC138
3697,PSU336957,SmallHydro,SUL,4.98138,-23.850000,-50.390000,bus-proxy,bus:FIGUEI-PR138,,,FIGUEI-PR138
3698,PSU338325,SmallHydro,SUL,8.39824,-28.840000,-51.900000,bus-proxy,bus:GUAPOR-RS069,,,GUAPOR-RS069
3699,PSU336239,SmallHydro,SUL,9.13389,-26.850000,-49.150000,bus-proxy,bus:KARSFI-SC069,,,KARSFI-SC069
3700,PSU3346563,SmallHydro,SUL,5.22376,-29.580000,-54.450000,bus-proxy,bus:MATA---RS069,,,MATA---RS069
3701,PSU338180,SmallHydro,SUL,9.57772,-28.810000,-51.610000,bus-proxy,bus:NPRATA-RS069,,,NPRATA-RS069
3702,PSU337122,SmallHydro,SUL,14.6417,-26.210000,-52.670000,bus-proxy,bus:PATOBR-PR138,,,PATOBR-PR138
3703,PSU338345,SmallHydro,SUL,7.12643,-27.500000,-53.220000,bus-proxy,bus:PINHAL-RS138,,,PINHAL-RS138
3704,PSU336456,SmallHydro,SUL,4.91561,-26.800000,-52.720000,bus-proxy,bus:QUILOM-SC138,,,QUILOM-SC138
3705,PSU338260,SmallHydro,SUL,6.01819,-28.300000,-54.290000,bus-proxy,bus:SANGL2-RS069,,,SANGL2-RS069
3706,PSU336328,SmallHydro,SUL,20.6534,-28.270000,-49.920000,bus-proxy,bus:SJOAQU-SC138,,,SJOAQU-SC138
3707,PSU337821,SmallHydro,SUL,6.58944,-25.540000,-53.010000,bus-proxy,bus:SOSORI-PR069,,,SOSORI-PR069
3708,PSU336398,SmallHydro,SUL,5.8053,-27.120000,-51.250000,bus-proxy,bus:TANGAR-SC138,,,TANGAR-SC138
3709,PSU338319,SmallHydro,SUL,14.6123,-28.490000,-50.910000,bus-proxy,bus:VACARI-RS138,,,VACARI-RS138
3710,PSU336490,SmallHydro,SUL,8.65225,-26.860000,-52.390000,bus-proxy,bus:XANXER-SC138,,,XANXER-SC138
3711,PSU346445,SmallHydro,SUL,21.8523,-26.610000,-52.290000,bus-proxy,bus:ABLLUZ-SC138,,,ABLLUZ-SC138
3712,PSU346834,SmallHydro,SUL,10.7125,-23.080000,-50.190000,bus-proxy,bus:ANDLST-PR138,,,ANDLST-PR138
3713,PSU346818,SmallHydro,SUL,14.3117,-23.530000,-51.450000,bus-proxy,bus:APUCAR-PR138,,,APUCAR-PR138
3714,PSU346826,SmallHydro,SUL,29.3531,-25.970000,-51.600000,bus-proxy,bus:AREIA--PR138,,,AREIA--PR138
3715,PSU346910,SmallHydro,SUL,11.4901,-24.070000,-52.370000,bus-proxy,bus:C.MOUR-PR138,,,C.MOUR-PR138
3716,PSU346356,SmallHydro,SUL,17.5703,-27.350000,-51.600000,bus-proxy,bus:CAPINZ-SC069,,,CAPINZ-SC069
3717,PSU346894,SmallHydro,SUL,13.3668,-25.000000,-53.460000,bus-proxy,bus:CASCAV-PR138,,,CASCAV-PR138
3718,PSU3444656,SmallHydro,SUL,25.2473,-25.230000,-49.320000,bus-proxy,bus:CBANOR-PR138,,,CBANOR-PR138
3719,PSU346327,SmallHydro,SUL,21.5597,-27.310000,-50.540000,bus-proxy,bus:CURITI-SC138,,,CURITI-SC138
3720,PSU346957,SmallHydro,SUL,11.1882,-23.850000,-50.390000,bus-proxy,bus:FIGUEI-PR138,,,FIGUEI-PR138
3721,PSU348325,SmallHydro,SUL,18.8624,-28.840000,-51.900000,bus-proxy,bus:GUAPOR-RS069,,,GUAPOR-RS069
3722,PSU346239,SmallHydro,SUL,20.5147,-26.850000,-49.150000,bus-proxy,bus:KARSFI-SC069,,,KARSFI-SC069
3723,PSU3446563,SmallHydro,SUL,11.7326,-29.580000,-54.450000,bus-proxy,bus:MATA---RS069,,,MATA---RS069
3724,PSU348180,SmallHydro,SUL,21.5116,-28.810000,-51.610000,bus-proxy,bus:NPRATA-RS069,,,NPRATA-RS069
3725,PSU347122,SmallHydro,SUL,32.8853,-26.210000,-52.670000,bus-proxy,bus:PATOBR-PR138,,,PATOBR-PR138
3726,PSU348345,SmallHydro,SUL,16.006,-27.500000,-53.220000,bus-proxy,bus:PINHAL-RS138,,,PINHAL-RS138
3727,PSU346456,SmallHydro,SUL,11.0405,-26.800000,-52.720000,bus-proxy,bus:QUILOM-SC138,,,QUILOM-SC138
3728,PSU348260,SmallHydro,SUL,13.5169,-28.300000,-54.290000,bus-proxy,bus:SANGL2-RS069,,,SANGL2-RS069
3729,PSU346328,SmallHydro,SUL,46.3876,-28.270000,-49.920000,bus-proxy,bus:SJOAQU-SC138,,,SJOAQU-SC138
3730,PSU347821,SmallHydro,SUL,14.7999,-25.540000,-53.010000,bus-proxy,bus:SOSORI-PR069,,,SOSORI-PR069
3731,PSU346398,SmallHydro,SUL,13.0387,-27.120000,-51.250000,bus-proxy,bus:TANGAR-SC138,,,TANGAR-SC138
3732,PSU348319,SmallHydro,SUL,32.8192,-28.490000,-50.910000,bus-proxy,bus:VACARI-RS138,,,VACARI-RS138
3733,PSU346490,SmallHydro,SUL,19.4329,-26.860000,-52.390000,bus-proxy,bus:XANXER-SC138,,,XANXER-SC138
3734,PSU356445,SmallHydro,SUL,28.9061,-26.610000,-52.290000,bus-proxy,bus:ABLLUZ-SC138,,,ABLLUZ-SC138
3735,PSU356834,SmallHydro,SUL,14.1704,-23.080000,-50.190000,bus-proxy,bus:ANDLST-PR138,,,ANDLST-PR138
3736,PSU356818,SmallHydro,SUL,18.9315,-23.530000,-51.450000,bus-proxy,bus:APUCAR-PR138,,,APUCAR-PR138
3737,PSU356826,SmallHydro,SUL,38.8282,-25.970000,-51.600000,bus-proxy,bus:AREIA--PR138,,,AREIA--PR138
3738,PSU356910,SmallHydro,SUL,15.199,-24.070000,-52.370000,bus-proxy,bus:C.MOUR-PR138,,,C.MOUR-PR138
3739,PSU356356,SmallHydro,SUL,23.2419,-27.350000,-51.600000,bus-proxy,bus:CAPINZ-SC069,,,CAPINZ-SC069
3740,PSU356894,SmallHydro,SUL,17.6816,-25.000000,-53.460000,bus-proxy,bus:CASCAV-PR138,,,CASCAV-PR138
3741,PSU3544656,SmallHydro,SUL,33.397,-25.230000,-49.320000,bus-proxy,bus:CBANOR-PR138,,,CBANOR-PR138
3742,PSU356327,SmallHydro,SUL,28.519,-27.310000,-50.540000,bus-proxy,bus:CURITI-SC138,,,CURITI-SC138
3743,PSU356957,SmallHydro,SUL,14.7997,-23.850000,-50.390000,bus-proxy,bus:FIGUEI-PR138,,,FIGUEI-PR138
3744,PSU358325,SmallHydro,SUL,24.9512,-28.840000,-51.900000,bus-proxy,bus:GUAPOR-RS069,,,GUAPOR-RS069
