code,name,system,cap_MW,lat,lon,confidence,source,cod_ceg,municipio,bus
798,TERMOCABO  1,NORDESTE,49.73,-8.268915,-35.024545,plant,siga-token,UTE.GN.PE.028326-6.1,Cabo de Santo Agostinho - PE,CABO--UTE013
811,SUAPE II   1,NORDESTE,381.26,-8.351993,-35.022973,plant,siga-token,UTE.PE.PE.029719-4.1,Cabo de Santo Agostinho - PE,
842,GINE-11151,NORDESTE,1000.0,-10.820000,-36.940000,bus-proxy,bus:PSERG1-SE500,,,PSERG1-SE500
843,GINE-11525,NORDESTE,1000.0,-3.600000,-38.870000,bus-proxy,bus:PECEM2-CE500,,,PECEM2-CE500
844,GINE-253,NORDESTE,1000.0,-8.400000,-35.020000,bus-proxy,bus:SUAPE3-PE230,,,SUAPE3-PE230
845,GINE-336,NORDESTE,1000.0,-8.400000,-34.970000,bus-proxy,bus:TERPER-PE230,,,TERPER-PE230
846,GINE-141,NORDESTE,1000.0,-8.360000,-35.030000,bus-proxy,bus:SUAPE--PE230,,,SUAPE--PE230
212,MARANHAO II2,NORTE,518.8,-4.822086,-44.354708,siga-fuzzy,siga-fuzzy,UTE.GN.MA.030800-5.1,Santo Antônio dos Lopes - MA,
36,MARANHAO IV,NORTE,337.6,-26.287518,-48.878529,plant,siga-token,UTE.GN.MA.030202-3.1,Santo Antônio dos Lopes - MA,
21,MARANHAO V,NORTE,337.6,-19.754010,-40.376535,plant,siga-token,UTE.GN.MA.030203-1.1,Santo Antônio dos Lopes - MA,
46,N.VENECIA 2,NORTE,178.21,-4.865044,-44.350556,siga-fuzzy,siga-fuzzy,UTE.GN.MA.030196-5.1,Santo Antônio dos Lopes - MA,
116,PARNAIBA IV,NORTE,56.28,-4.814121,-44.343646,plant,siga-name,UTE.GN.MA.031193-6.1,Santo Antônio dos Lopes - MA,PARN4GUTE013
239,PARNAIBA V,NORTE,365.3,-4.819401,-44.355296,plant,siga-token,UTE.GN.MA.040562-0.1,Santo Antônio dos Lopes - MA,PARNAVUTE013
176,PORTO ITAQUI,NORTE,360.14,-2.520000,-44.300000,bus-proxy,bus:P.ITAQUTE013,,,P.ITAQUTE013
240,NT BARCARENA,NORTE,611.811,-1.550000,-48.750000,bus-proxy,bus:NTBARCUTE013,,,NTBARCUTE013
259,PORTOCEM I,NORTE,1571.89,-1.550833,-48.747778,plant,siga-name,UTE.GN.PA.037748-1.2,Barcarena - PA,PRTP1GUTE013
73,GERAMAR I,NORTE,159.235,-3.566189,-44.558718,siga-fuzzy,siga-fuzzy,UTE.PE.MA.029705-4.1,Miranda do Norte - MA,
70,GERAMAR II,NORTE,159.235,-3.566189,-44.558718,plant,siga-token,UTE.PE.MA.029668-6.1,Miranda do Norte - MA,
777,MARANHAO II1,NORTE,518.8,-4.822086,-44.354708,siga-fuzzy,siga-fuzzy,UTE.GN.MA.030800-5.1,Santo Antônio dos Lopes - MA,
847,GINO-13096,NORTE,1746.0,-1.550000,-48.750000,bus-proxy,bus:NTBARC-PA230,,,NTBARC-PA230
848,GINO-236,NORTE,1746.0,-4.300000,-42.990000,bus-proxy,bus:C.NETO-MA230,,,C.NETO-MA230
849,GINO-13101,NORTE,1746.0,-2.680000,-44.310000,bus-proxy,bus:SLUIS4-MA230,,,SLUIS4-MA230
194,T. NORTE 2 2,AC RO,0.0,-8.770000,-63.830000,bus-proxy,bus:TN2-G-UTE013,,,TN2-G-UTE013
799,T. NORTE 2 1,AC RO,349.0,-8.770000,-63.830000,bus-proxy,bus:TN2-G-UTE013,,,TN2-G-UTE013
823,GFAR-9517,AC RO,30.63,-9.177500,-64.377500,bus-proxy-interp,bus:NMPARA-RO230,,,NMPARA-RO230
824,GFAR-9520,AC RO,30.63,-9.930000,-63.010000,bus-proxy,bus:ARIQUE-RO230,,,ARIQUE-RO230
825,GFAR-9540,AC RO,30.63,-10.040000,-67.940000,bus-proxy,bus:TUCUMA-AC230,,,TUCUMA-AC230
826,GFAR-9541,AC RO,30.63,-8.190000,-70.550000,bus-proxy,bus:FEIJO--AC230,,,FEIJO--AC230
827,GFAR-9573,AC RO,30.63,-7.690000,-72.640000,bus-proxy,bus:CRUSUL-AC230,,,CRUSUL-AC230
828,GFAR-41973,AC RO,30.63,-10.860000,-61.890000,bus-proxy-interp,bus:TABAJA-RO230,,,TABAJA-RO230
201,APARECIDA,MAN AP BV,145.084,-3.129777,-60.032783,plant,siga-name,UTE.GN.AM.027250-7.2,Manaus - AM,
203,C. ROCHA   1,MAN AP BV,67.0233,-2.893269,-60.023868,siga-fuzzy,siga-fuzzy,UTE.PE.AM.029499-3.1,Manaus - AM,
204,JARAQUI    2,MAN AP BV,63.0258,-2.981565,-60.017757,plant,siga-token,UTE.GN.AM.029272-9.1,Manaus - AM,
205,MANAUARA   2,MAN AP BV,66.3536,-2.940000,-60.010000,bus-proxy,bus:PIEMANUTE013,,,PIEMANUTE013
140,MAUA 3     1,MAN AP BV,590.75,-3.117405,-59.929550,plant,siga-token,UTE.GN.AM.031888-4.1,Manaus - AM,
207,PONTA NEGRA2,MAN AP BV,64.0121,-3.090000,-60.070000,bus-proxy,bus:PIEPNGUTE013,,,PIEPNGUTE013
209,TAMBAQUI   2,MAN AP BV,77.6884,-3.109167,-59.939444,plant,siga-token,UTE.PE.AM.029276-1.1,Manaus - AM,PIETBQUTE013
322,BBF BALIZA,MAN AP BV,17.0645,0.959734,-59.953281,plant,siga-name,UTE.AI.RR.044586-0.1,São João da Baliza - RR,
260,AZULAO,MAN AP BV,295.43,-2.737819,-58.188339,plant,siga-name,UTE.GN.AM.035071-0.1,Silves - AM,AZULAOUTE023
262,AZULAO II,MAN AP BV,295.43,-2.737655,-58.180316,plant,siga-name,UTE.GN.AM.066966-0.1,Silves - AM,AZULA2UTE013
263,AZULAO IV,MAN AP BV,295.43,-2.737819,-58.188339,plant,siga-token,UTE.GN.AM.035071-0.1,Silves - AM,AZULA4UTE013
326,JAGUATIRI II,MAN AP BV,126.325,-2.763518,-59.053005,system-centroid,system-centroid,,,
264,MANAUS I,MAN AP BV,162.91,-3.111944,-59.916389,plant,siga-name,UTE.GN.AM.035316-7.1,Manaus - AM,MANAU1UTE013
327,M.CRISTO SUC,MAN AP BV,40.56,2.930511,-60.714675,siga-fuzzy,siga-fuzzy,UTE.PE.RR.044653-0.1,Boa Vista - RR,
323,BONFIM,MAN AP BV,11.5,-21.413810,-48.278635,plant,siga-name,UTE.AI.SP.029665-1.1,Guariba - SP,BONFIMUTE013
324,CANTA,MAN AP BV,11.5,2.725818,-60.682269,plant,siga-name,UTE.FL.RR.044604-1.1,Cantá - RR,CANTAGUTE013
328,PALMAPLAN 2,MAN AP BV,11.55,0.940000,-60.410000,bus-proxy,bus:PALMAPUTE013,,,PALMAPUTE013
329,PAU RAINHA,MAN AP BV,11.5,3.203568,-60.827828,plant,siga-name,UTE.FL.RR.044605-0.1,Boa Vista - RR,P.RAINUTE013
330,SANTA LUZ,MAN AP BV,11.5,3.179698,-60.826394,plant,siga-name,UTE.FL.RR.044606-8.1,Boa Vista - RR,STA.LUUTE013
783,C. ROCHA   2,MAN AP BV,85.38,-2.893269,-60.023868,siga-fuzzy,siga-fuzzy,UTE.PE.AM.029499-3.1,Manaus - AM,
784,JARAQUI    1,MAN AP BV,75.48,-2.981565,-60.017757,plant,siga-token,UTE.GN.AM.029272-9.1,Manaus - AM,
785,MANAUARA   1,MAN AP BV,73.4,-2.940000,-60.010000,bus-proxy,bus:PIEMANUTE013,,,PIEMANUTE013
786,PONTA NEGRA1,MAN AP BV,73.4,-3.090000,-60.070000,bus-proxy,bus:PIEPNGUTE013,,,PIEPNGUTE013
787,TAMBAQUI   1,MAN AP BV,93.04,-3.109167,-59.939444,plant,siga-token,UTE.PE.AM.029276-1.1,Manaus - AM,PIETBQUTE013
788,MAUA 3     2,MAN AP BV,590.75,-3.117405,-59.929550,plant,siga-token,UTE.GN.AM.031888-4.1,Manaus - AM,
829,GFMA-10032,MAN AP BV,711.02,0.050000,-51.170000,bus-proxy,bus:MACAP3-AP230,,,MACAP3-AP230
830,GFMA-10400,MAN AP BV,711.02,-3.080000,-59.990000,bus-proxy,bus:MANAUS-AM230,,,MANAUS-AM230
831,GFMA-10010,MAN AP BV,711.02,-2.710000,-58.280000,bus-proxy,bus:SILVES-AM500,,,SILVES-AM500
832,GFMA-52207,MAN AP BV,711.02,2.940000,-60.720000,bus-proxy,bus:BVISTA-RR230,,,BVISTA-RR230
