code,name,lat,lon,confidence,source
2229,COSTAP-SP138,-22.650000,-47.690000,case-existing,case-existing
2230,PAINEI-SP138,-22.890000,-47.030000,case-existing,case-existing
2231,ESMERA-SP138,-22.760000,-47.380000,case-existing,case-existing
2232,PIRNOR-SP138,-22.690000,-47.650000,case-existing,case-existing
2233,VILLAR-SP138,-22.800000,-47.210000,case-existing,case-existing
2234,VICRAY-SP138,-22.700000,-47.350000,case-existing,case-existing
2235,GEVISA-SP138,-22.880000,-47.140000,case-existing,case-existing
2236,GOODYE-SP138,-22.700000,-47.310000,case-existing,case-existing
2237,IPE----SP138,-22.730000,-47.300000,case-existing,case-existing
2238,ITAPIR-SP138,-22.440000,-46.830000,case-existing,case-existing
2239,JARDIM-SP138,-22.740000,-47.350000,case-existing,case-existing
2240,MAZUL--SP138,-22.890000,-47.190000,case-existing,case-existing
2241,MTEMOR-SP138,-22.950000,-47.290000,case-existing,case-existing
2242,DIC----SP138,-22.990000,-47.120000,case-existing,case-existing
2243,N.APA2-SP138,-22.840000,-47.190000,case-existing,case-existing
2244,AMERCA-SP138,-22.760000,-47.320000,case-existing,case-existing
2245,NAZARE-SP138,-22.730000,-47.670000,case-existing,case-existing
2246,NOTRED-SP138,-22.890000,-47.000000,case-existing,case-existing
2247,OJIPAP-SP138,-22.700000,-47.600000,case-existing,case-existing
2248,PAULIN-SP138,-22.740000,-47.160000,case-existing,case-existing
2249,PINHAL-SP138,-22.190000,-46.770000,case-existing,case-existing
2250,PIRE-C-SP138,-22.950000,-47.150000,case-existing,case-existing
2251,PIRMIR-SP138,-22.760000,-47.640000,case-existing,case-existing
2252,POLYEN-SP138,-22.715067,-47.305017,interpolated,topology-interp
2253,QUILOM-SP138,-22.850000,-47.170000,case-existing,case-existing
2254,REPLAN-SP138,-22.730000,-47.130000,case-existing,case-existing
2255,RHODIA-SP138,-22.760000,-47.110000,case-existing,case-existing
2256,RIOPED-SP138,-22.850000,-47.590000,case-existing,case-existing
2257,SACI---SP138,-23.000000,-47.030000,case-existing,case-existing
2258,SALTIN-SP138,-22.830000,-47.670000,case-existing,case-existing
2259,SAOPED-SP138,-22.560000,-47.900000,case-existing,case-existing
2260,SUMAEA-SP138,-22.810000,-47.260000,case-existing,case-existing
2261,TANQUI-SP138,-22.821216,-47.037191,interpolated,topology-interp
2262,TAQURA-SP138,-22.860000,-47.050000,case-existing,case-existing
2263,SANTIS-SP138,-22.690000,-47.300000,case-existing,case-existing
2264,TOYOBO-SP138,-22.720000,-47.340000,case-existing,case-existing
2265,TREVO--SP138,-22.940000,-47.070000,case-existing,case-existing
2266,UNILES-SP138,-22.740000,-47.590000,case-existing,case-existing
2267,VALINH-SP138,-22.970000,-46.990000,case-existing,case-existing
2268,VIRACO-SP138,-22.980000,-47.100000,case-existing,case-existing
2269,WM-AME-SP138,-22.700000,-47.310000,case-existing,case-existing
2270,EATON--SP138,-23.000000,-47.040000,case-existing,case-existing
2271,MORUMB-SP138,-22.800000,-47.140000,case-existing,case-existing
2272,CORDBR-SP138,-22.810000,-47.190000,case-existing,case-existing
2273,UNILEV-SP138,-22.960000,-47.000000,case-existing,case-existing
2274,CILLOS-SP138,-22.760000,-47.340000,case-existing,case-existing
2275,HORTOL-SP138,-22.880000,-47.240000,case-existing,case-existing
2276,NVENEZ-SP138,-22.810000,-47.220000,case-existing,case-existing
2277,D#MDS2-SP138,-22.957588,-47.147875,interpolated,topology-interp
2278,JDMARA-SP138,-22.970000,-47.160000,case-existing,case-existing
2279,PRADOS-SP138,-22.440000,-46.800000,case-existing,case-existing
2280,AIRLQ1-SP138,-22.760000,-47.110000,case-existing,case-existing
2281,STATER-SP138,-22.680000,-47.670000,case-existing,case-existing
2282,CJBRAS-SP138,-22.700000,-47.750000,case-existing,case-existing
2283,ORION--SP138,-22.750000,-47.140000,case-existing,case-existing
2284,ARCMIT-SP138,-22.690000,-47.660000,case-existing,case-existing
2285,STACEC-SP138,-22.730000,-47.620000,case-existing,case-existing
2286,BEMAF--SP138,-22.880766,-47.199961,interpolated,topology-interp
2287,NEXANS-SP138,-22.700000,-47.310000,case-existing,case-existing
2288,BARREI-SP138,-22.500000,-46.620000,case-existing,case-existing
2289,ANDOR1-SP138,-22.920000,-47.030000,case-existing,case-existing
2290,ORQUID-SP138,-22.830000,-47.280000,case-existing,case-existing
2291,D#PPT2-SP138,-22.779850,-47.088288,interpolated,topology-interp
2292,LINDOI-SP138,-22.520000,-46.650000,case-existing,case-existing
2293,SNEGRA-SP138,-22.610000,-46.710000,case-existing,case-existing
2294,3PONTE-SP138,-22.690000,-46.720000,case-existing,case-existing
2295,PLASTI-SP138,-22.730000,-47.170000,case-existing,case-existing
2296,SOCORR-SP138,-22.570000,-46.530000,case-existing,case-existing
2297,EFAUST-SP138,-23.040000,-47.360000,case-existing,case-existing
2298,LEF-PI-SP138,-22.660000,-47.610000,case-existing,case-existing
2299,MEXICH-SP138,-22.820000,-47.240000,case-existing,case-existing
2300,LYCRA--SP138,-22.750000,-47.140000,case-existing,case-existing
2301,CANAT2-SP138,-22.770000,-47.370000,case-existing,case-existing
2302,MAG-MA-SP138,-22.880000,-47.200000,case-existing,case-existing
2303,D#GER1-SP138,-22.836474,-47.057017,interpolated,topology-interp
2304,SOUZAS-SP034,-22.877500,-46.930000,interpolated,topology-interp
2305,WM-PIR-SP138,-22.690000,-47.660000,case-existing,case-existing
2306,ROMI---SP138,-22.760000,-47.460000,case-existing,case-existing
2307,UNITIK-SP138,-22.759563,-47.266555,interpolated,topology-interp
2308,KSPIST-SP138,-22.760000,-47.250000,case-existing,case-existing
2309,WM-PAU-SP138,-22.730000,-47.130000,case-existing,case-existing
2310,INTPAP-SP138,-22.760000,-47.160000,case-existing,case-existing
2311,CANAT1-SP138,-22.760000,-47.390000,case-existing,case-existing
2312,DEDINI-SP138,-22.670000,-47.620000,case-existing,case-existing
2313,OBER---SP138,-22.780000,-47.320000,case-existing,case-existing
2314,VALIN2-SP138,-22.960000,-47.010000,case-existing,case-existing
2315,COSMOP-SP138,-22.650000,-47.190000,case-existing,case-existing
2316,STABAR-SP069,-22.740000,-47.410000,case-existing,case-existing
2317,PIRACI-SP069,-22.715000,-47.530000,interpolated,topology-interp
2318,SOUZAS-SP069,-22.880000,-46.970000,case-existing,case-existing
2319,TANQUI-SP069,-22.780000,-47.010000,case-existing,case-existing
2320,CARIOB-SP069,-22.732460,-47.373546,interpolated,topology-interp
2321,USAMER-SP138,-22.724172,-47.276238,interpolated,topology-interp
2322,PIRAC2-SP138,-22.720000,-47.650000,case-existing,case-existing
2323,CHARQU-SP138,-22.540000,-47.800000,case-existing,case-existing
2324,ITATIB-SP069,-23.000000,-46.840000,case-existing,case-existing
2325,SUMAR7-SP138,-22.820000,-47.190000,case-existing,case-existing
2326,UPAULV-SP138,-22.773358,-47.227809,interpolated,topology-interp
2327,CVERDE-SP138,-22.720000,-47.320000,case-existing,case-existing
2328,AVCPFL-SP138,-21.120000,-50.200000,case-existing,case-existing
2329,ARACAT-SP138,-21.216723,-50.471265,interpolated,topology-interp
2330,CONGON-SP138,-20.810000,-49.410000,case-existing,case-existing
2331,VALPAR-SP138,-21.210000,-50.870000,case-existing,case-existing
2332,GUARAN-SP138,-21.280000,-50.340000,case-existing,case-existing
2333,IPORA--SP138,-21.240000,-50.450000,case-existing,case-existing
2334,JDPAUL-SP138,-20.730000,-48.900000,case-existing,case-existing
2335,MIRASS-SP138,-20.810000,-49.520000,case-existing,case-existing
2336,AJINV1-SP138,-22.350000,-48.730000,case-existing,case-existing
2337,SJRPR--SP138,-20.800000,-49.350000,case-existing,case-existing
2338,PENA.P-SP138,-21.420000,-50.060000,case-existing,case-existing
2339,PENAPO-SP069,-21.302488,-50.062007,interpolated,topology-interp
2340,PRIMAV-SP138,-20.830000,-49.390000,case-existing,case-existing
2341,AUSTA--SP138,-20.830000,-49.360000,case-existing,case-existing
2342,UBARA--SP069,-21.024576,-49.771616,interpolated,topology-interp
2343,VILAVE-SP138,-20.990000,-49.260000,case-existing,case-existing
2344,AMERCB-SP138,-20.790000,-49.380000,case-existing,case-existing
2345,TECSTA-SP138,-22.780000,-47.320000,case-existing,case-existing
2346,D#LEF1-SP138,-22.670588,-47.594706,interpolated,topology-interp
2347,BIRIG3-SP138,-21.320000,-50.340000,case-existing,case-existing
2348,D#STE1-SP138,-22.665360,-47.640412,interpolated,topology-interp
2349,SJRNOR-SP138,-20.770000,-49.400000,case-existing,case-existing
2350,D#GDY1-SP138,-22.704933,-47.309138,interpolated,topology-interp
2351,D1#NOD-SP138,-22.775600,-47.327108,interpolated,topology-interp
2352,DURATA-SP138,-22.460000,-48.970000,case-existing,case-existing
2354,FAZ-VE-SP138,-22.800000,-47.320000,case-existing,case-existing
2355,PROMCP-SP138,-21.540000,-49.840000,case-existing,case-existing
2356,NESTLE-SP138,-21.240000,-50.450000,case-existing,case-existing
2357,AGUDOS-SP138,-22.460000,-48.970000,case-existing,case-existing
2358,AUXILI-SP138,-22.890000,-48.430000,case-existing,case-existing
2359,BAU.CP-SP138,-22.290000,-49.070000,case-existing,case-existing
2360,BOTUC--SP138,-22.890000,-48.460000,case-existing,case-existing
2361,DUARTI-SP138,-22.410000,-49.400000,case-existing,case-existing
2362,DURATB-SP138,-22.960000,-48.540000,case-existing,case-existing
2363,ESTORI-SP138,-22.350000,-49.070000,case-existing,case-existing
2364,HIPODR-SP138,-22.330000,-49.030000,case-existing,case-existing
2365,ITAMBE-SP138,-22.226364,-49.903455,interpolated,topology-interp
2366,LENCOI-SP138,-22.610000,-48.800000,case-existing,case-existing
2367,LINS---SP138,-21.690000,-49.760000,case-existing,case-existing
2368,MARILI-SP138,-22.210000,-49.960000,case-existing,case-existing
2369,POMPEI-SP138,-22.100000,-50.190000,case-existing,case-existing
2370,SAOMAN-SP138,-22.740000,-48.570000,case-existing,case-existing
2371,TBRANC-SP138,-22.360000,-49.110000,case-existing,case-existing
2372,VITORI-SP138,-22.220000,-49.670000,case-existing,case-existing
2373,OMI----SP138,-22.630000,-48.790000,case-existing,case-existing
2374,GAIVOT-SP138,-22.580000,-48.820000,case-existing,case-existing
2375,TARUMA-SP138,-22.160000,-49.970000,case-existing,case-existing
2376,TROPIC-SP138,-21.650000,-49.760000,case-existing,case-existing
2377,IACANG-SP138,-21.705053,-49.082128,interpolated,topology-interp
2378,EUCAT--SP138,-22.990000,-48.570000,case-existing,case-existing
2379,D#DUR1-SP138,-22.925000,-48.500000,interpolated,topology-interp
2380,PEDERN-SP138,-22.370000,-48.760000,case-existing,case-existing
2381,AJINP1-SP138,-22.350000,-48.730000,case-existing,case-existing
2382,BBONCE-SP069,-22.519125,-48.533421,interpolated,topology-interp
2383,B.BONI-SP138,-22.490000,-48.550000,case-existing,case-existing
2384,DCORRE-SP138,-22.380000,-48.390000,case-existing,case-existing
2385,JAU----SP138,-22.310000,-48.580000,case-existing,case-existing
2386,IGARAT-SP138,-23.040000,-47.360000,case-existing,case-existing
2387,IACANP-SP138,-21.705016,-49.082277,interpolated,topology-interp
2388,FJAUEN-SP138,-22.356116,-48.560847,interpolated,topology-interp
2389,UBARRA-SP138,-22.490931,-48.520518,interpolated,topology-interp
2390,ANTONI-SP138,-22.310000,-48.550000,case-existing,case-existing
2391,#1REPL-SP138,-22.748799,-47.135291,interpolated,topology-interp
2392,MIRAS2-SP138,-20.870000,-49.500000,case-existing,case-existing
2393,LWARCE-SP138,-22.565000,-48.815000,interpolated,topology-interp
2394,ITAPUI-SP069,-22.250000,-48.720000,case-existing,case-existing
2395,UPITAN-SP138,-21.002500,-48.236250,interpolated,topology-interp
2396,COROAD-SP069,-21.350000,-50.290000,case-existing,case-existing
2397,GLICER-SP069,-21.380000,-50.210000,case-existing,case-existing
2398,BAGUAC-SP069,-21.220000,-50.430000,case-existing,case-existing
2399,CAFELA-SP069,-21.810000,-49.600000,case-existing,case-existing
2400,D#HYUN-SP138,-22.681765,-47.574118,interpolated,topology-interp
2401,BAURU--SP069,-22.195000,-49.255000,interpolated,topology-interp
2402,GUARAN-SP069,-21.870000,-49.570000,case-existing,case-existing
2403,GETULI-SP069,-21.750000,-49.680000,interpolated,topology-interp
2404,LINS---SP069,-21.750000,-49.680000,interpolated,topology-interp
2405,PALVES-SP069,-22.100000,-49.440000,case-existing,case-existing
2406,PIRAJU-SP069,-21.990000,-49.450000,case-existing,case-existing
2407,D#GRP--SP069,-21.302091,-50.532657,interpolated,topology-interp
2408,SANTAN-SP138,-22.800000,-47.060000,case-existing,case-existing
2409,ARACAT-SP069,-21.246291,-50.477927,interpolated,topology-interp
2410,PIACAT-SP069,-21.590000,-50.590000,case-existing,case-existing
2411,BIRIGU-SP069,-21.310000,-50.340000,case-existing,case-existing
2412,BRAUNA-SP069,-21.490000,-50.310000,case-existing,case-existing
2413,BARBOS-SP069,-21.250000,-49.950000,case-existing,case-existing
2414,MIRASS-SP069,-20.747500,-49.530000,interpolated,topology-interp
2415,JBONIF-SP069,-21.060000,-49.680000,case-existing,case-existing
2416,MTEAPR-SP069,-20.780000,-49.710000,case-existing,case-existing
2417,NOVGRA-SP069,-20.530000,-49.320000,case-existing,case-existing
2418,PALEST-SP069,-20.390000,-49.430000,case-existing,case-existing
2419,ICEM---SP069,-20.330000,-49.190000,case-existing,case-existing
2420,ALTAIR-SP069,-20.520000,-49.060000,case-existing,case-existing
2421,JPAULI-SP069,-20.680000,-48.864545,interpolated,topology-interp
2422,GUARAR-SP069,-21.260000,-50.630000,case-existing,case-existing
2423,TANABI-SP069,-20.630000,-49.650000,case-existing,case-existing
2424,BARIIA-SP138,-22.080000,-48.730000,case-existing,case-existing
2425,JAU----SP069,-22.280000,-48.616667,interpolated,topology-interp
2426,BOCAIN-SP069,-22.140000,-48.530000,case-existing,case-existing
2427,JBS----SP138,-21.672000,-49.788000,interpolated,topology-interp
2428,TLENCO-SP069,-22.510000,-48.635000,interpolated,topology-interp
2429,MACATU-SP069,-22.500000,-48.710000,case-existing,case-existing
2430,IGTIET-SP069,-22.520000,-48.560000,case-existing,case-existing
2431,PEDERN-SP069,-22.370000,-48.760000,case-existing,case-existing
2432,CANAVI-SP069,-22.280000,-48.550000,case-existing,case-existing
2433,BEBED--SP138,-20.930000,-48.490000,case-existing,case-existing
2434,CITROB-SP138,-20.930702,-48.467757,interpolated,topology-interp
2435,CAICAR-SP138,-20.931404,-48.445514,interpolated,topology-interp
2436,D#NAZ2-SP138,-22.693165,-47.687595,interpolated,topology-interp
2437,BARRET-SP138,-20.520000,-48.600000,case-existing,case-existing
2438,COLOBA-SP138,-20.330000,-48.660000,case-existing,case-existing
2439,CUTR-C-SP138,-20.680000,-48.540000,case-existing,case-existing
2440,GAVEA--SP138,-20.320000,-48.300000,case-existing,case-existing
2441,MINERV-SP138,-20.550000,-48.560000,case-existing,case-existing
2442,VIRADO-SP138,-20.880000,-48.300000,case-existing,case-existing
2443,COLINA-SP138,-20.710000,-48.520000,case-existing,case-existing
2444,SJBAR2-SP138,-20.590000,-47.880000,case-existing,case-existing
2445,LOUSDR-SP138,-20.940000,-48.530000,case-existing,case-existing
2446,D1#JA4-SP138,-22.356116,-48.560848,interpolated,topology-interp
2447,MTAZUL-SP138,-20.910000,-48.640000,case-existing,case-existing
2448,HBAHUT-SP138,-21.280000,-48.500000,case-existing,case-existing
2449,PIRACI-SP138,-22.630000,-47.570000,case-existing,case-existing
2450,D#MDS1-SP138,-22.949179,-47.146185,interpolated,topology-interp
2451,CUTR-A-SP138,-21.800000,-48.170000,case-existing,case-existing
2452,CAMPIN-SP138,-22.770000,-47.000000,case-existing,case-existing
2453,AMBRAS-SP138,-21.750000,-48.120000,case-existing,case-existing
2454,ARARCP-SP138,-21.810000,-48.160000,case-existing,case-existing
2455,BVISTA-SP138,-22.030000,-47.910000,case-existing,case-existing
2456,KLABIN-SP138,-22.690000,-47.670000,case-existing,case-existing
2457,CITROM-SP138,-21.590000,-48.380000,case-existing,case-existing
2458,DESCAL-SP138,-21.920000,-47.620000,case-existing,case-existing
2459,DOBRAD-SP138,-21.520000,-48.390000,case-existing,case-existing
2460,GAVIAO-SP138,-21.793004,-48.477122,interpolated,topology-interp
2461,IBI-CP-SP138,-21.750000,-48.840000,case-existing,case-existing
2462,ITACOL-SP138,-21.270000,-48.500000,case-existing,case-existing
2463,JABOTI-SP138,-21.270000,-48.340000,case-existing,case-existing
2464,LARNJ1-SP138,-21.402852,-48.436088,interpolated,topology-interp
2465,PAIOL--SP138,-21.790000,-48.210000,case-existing,case-existing
2466,PROGRE-SP138,-21.620000,-48.360000,case-existing,case-existing
2467,RINCAO-SP138,-21.590000,-48.080000,case-existing,case-existing
2468,SCARLO-SP138,-22.030000,-47.870000,case-existing,case-existing
2469,TAIUVA-SP138,-21.130000,-48.460000,case-existing,case-existing
2470,UIRAPU-SP138,-21.760000,-48.160000,case-existing,case-existing
2471,PIRANG-SP138,-21.100000,-48.670000,case-existing,case-existing
2472,D#1YAJ-SP138,-22.350650,-48.726992,interpolated,topology-interp
2473,SMARTI-SP138,-21.285714,-48.144286,interpolated,topology-interp
2474,IBATE--SP138,-21.950000,-48.010000,case-existing,case-existing
2475,PARAIS-SP138,-21.990000,-47.900000,case-existing,case-existing
2476,RPRETS-SP138,-21.220000,-47.800000,case-existing,case-existing
2477,BETHAN-SP138,-22.010000,-47.930000,case-existing,case-existing
2478,VOLKSV-SP138,-22.070000,-47.870000,case-existing,case-existing
2479,CITBES-SP138,-21.960000,-48.610000,case-existing,case-existing
2480,ESPERA-SP138,-21.410000,-48.520000,case-existing,case-existing
2481,LNLS---SP138,-22.810000,-47.060000,case-existing,case-existing
2482,ITAPOL-SP138,-21.600000,-48.810000,case-existing,case-existing
2483,VROSAR-SP138,-20.655000,-47.945000,interpolated,topology-interp
2484,ATHENA-SP138,-21.240000,-48.310000,case-existing,case-existing
2485,JARDIN-SP138,-21.020000,-47.760000,case-existing,case-existing
2486,D2#NOD-SP138,-22.786106,-47.328655,interpolated,topology-interp
2487,BARRIN-SP138,-21.190000,-48.150000,case-existing,case-existing
2488,BATATA-SP138,-20.900000,-47.570000,case-existing,case-existing
2489,BRODOS-SP138,-21.000000,-47.660000,case-existing,case-existing
2490,CAJURU-SP138,-21.290000,-47.310000,case-existing,case-existing
2491,CRAVIN-SP138,-21.330000,-47.730000,case-existing,case-existing
2492,FRANCA-SP138,-20.520000,-47.380000,case-existing,case-existing
2493,DIAMAN-SP138,-20.550000,-47.370000,case-existing,case-existing
2494,HUMAIT-SP138,-21.140000,-48.010000,case-existing,case-existing
2495,IGUAPE-SP138,-21.290511,-47.935879,interpolated,topology-interp
2496,IPANEM-SP138,-21.110000,-47.790000,case-existing,case-existing
2497,IPIRAN-SP138,-21.160000,-47.840000,case-existing,case-existing
2498,IPUA---SP138,-20.450000,-48.010000,case-existing,case-existing
2499,ITAIPA-SP138,-21.420000,-47.330000,case-existing,case-existing
2500,LEAOXI-SP138,-21.190000,-47.780000,case-existing,case-existing
2501,PATROC-SP138,-20.630000,-47.290000,case-existing,case-existing
2502,PIONE1-SP138,-20.505755,-47.785660,interpolated,topology-interp
2503,PITANG-SP138,-21.000000,-48.210000,case-existing,case-existing
2504,PRADOP-SP138,-21.340000,-48.060000,case-existing,case-existing
2505,RESEND-SP138,-20.550000,-47.430000,case-existing,case-existing
2506,M.CIPO-SP138,-21.180000,-47.790000,case-existing,case-existing
2507,PET+LO-SP138,-21.140000,-47.880000,case-existing,case-existing
2508,SAOSIM-SP138,-21.480000,-47.550000,case-existing,case-existing
2509,VLALBE-SP138,-21.150000,-47.810000,case-existing,case-existing
2510,CATU---SP138,-20.298236,-47.897266,interpolated,topology-interp
2511,RIBNOR-SP138,-21.120000,-47.820000,case-existing,case-existing
2512,ISIDOR-SP138,-21.440000,-47.340000,case-existing,case-existing
2513,TLYLE--SP138,-21.440000,-47.350000,case-existing,case-existing
2514,NODESS-SP138,-22.770000,-47.280000,case-existing,case-existing
2515,SERTAO-SP138,-21.140000,-47.970000,case-existing,case-existing
2516,ANHANG-SP138,-20.700000,-47.890000,case-existing,case-existing
2517,MAGUDO-SP138,-20.720000,-48.050000,case-existing,case-existing
2518,PONTAL-SP138,-21.030000,-48.030000,case-existing,case-existing
2519,INTERP-SP138,-21.570000,-47.920000,case-existing,case-existing
2520,BGERAL-SP138,-22.830000,-47.070000,case-existing,case-existing
2521,LUPO---SP138,-21.790000,-48.220000,case-existing,case-existing
2522,A.MOG--SP138,-20.453427,-47.863274,interpolated,topology-interp
2523,EMBRAE-SP138,-21.760000,-48.400000,case-existing,case-existing
2524,IESA---SP138,-21.750000,-48.130000,case-existing,case-existing
2525,TECU1--SP138,-22.040000,-47.890000,case-existing,case-existing
2526,D#ALT1-SP069,-20.822105,-47.580526,interpolated,topology-interp
2527,D#SAD1-SP069,-21.185000,-48.681250,interpolated,topology-interp
2528,CHAOPR-SP069,-20.570000,-48.570000,case-existing,case-existing
2529,TECU2--SP138,-21.980000,-47.890000,case-existing,case-existing
2530,#1COSM-SP138,-22.709705,-47.214689,interpolated,topology-interp
2531,US.SJO-SP069,-20.565231,-47.751710,interpolated,topology-interp
2532,BONFPA-SP069,-21.270000,-47.820000,case-existing,case-existing
2533,CAJOBI-SP069,-20.880000,-48.820000,case-existing,case-existing
2534,BARRET-SP069,-20.590000,-48.678182,interpolated,topology-interp
2535,GAVIAO-SP069,-21.850000,-48.490000,case-existing,case-existing
2536,D#BURI-SP069,-20.270995,-47.637314,interpolated,topology-interp
2537,BESUL--SP069,-21.990000,-48.390000,case-existing,case-existing
2538,LARANJ-SP069,-21.480713,-48.479022,interpolated,topology-interp
2539,TAQUAR-SP069,-21.400000,-48.480000,case-existing,case-existing
2540,MTEALT-SP069,-21.270000,-48.510000,case-existing,case-existing
2541,JAU4---SP138,-22.310000,-48.580000,case-existing,case-existing
2542,PIRANG-SP069,-21.055000,-48.723750,interpolated,topology-interp
2543,FSALES-SP138,-22.100000,-48.240000,case-existing,case-existing
2544,STADEL-SP069,-21.230000,-48.810000,case-existing,case-existing
2545,BURITI-SP069,-20.245497,-47.643657,interpolated,topology-interp
2546,RPRETO-SP138,-21.200000,-47.810000,case-existing,case-existing
2547,ALTINO-SP069,-21.020000,-47.370000,case-existing,case-existing
2548,NUPORA-SP069,-20.720000,-47.750000,case-existing,case-existing
2549,CATU---SP069,-20.307487,-47.788285,interpolated,topology-interp
2550,CIPO---SP069,-21.219231,-47.760000,interpolated,topology-interp
2551,GUARA--SP069,-20.430000,-47.830000,case-existing,case-existing
2552,IGARAP-SP069,-20.040000,-47.760000,case-existing,case-existing
2553,ITUVER-SP069,-20.330000,-47.800000,case-existing,case-existing
2554,MIGUEL-SP138,-20.190000,-48.020000,case-existing,case-existing
2555,PEDREG-SP069,-20.260000,-47.480000,case-existing,case-existing
2556,PIONEI-SP069,-20.475694,-47.805130,interpolated,topology-interp
2557,SJBARR-SP069,-20.570000,-47.870000,case-existing,case-existing
2558,US.DOU-SP069,-20.640000,-47.670000,case-existing,case-existing
2559,MDESTE-SP138,-22.810000,-47.050000,case-existing,case-existing
2560,SERRAN-SP069,-21.210000,-47.600000,case-existing,case-existing
2561,EMBRAP-SP138,-23.920000,-46.310000,case-existing,case-existing
2562,TULTRA-SP138,-23.860000,-46.360000,case-existing,case-existing
2563,VRAMI3-SP088,-23.193170,-46.900971,interpolated,topology-interp
2564,VRAMI4-SP088,-23.195120,-46.905650,interpolated,topology-interp
2565,D#2VI2-SP138,-23.076667,-46.998014,interpolated,topology-interp
2566,D#1VI2-SP138,-23.075806,-46.993548,interpolated,topology-interp
2567,HOPYHA-SP138,-23.100000,-47.000000,case-existing,case-existing
2568,GLOBAP-SP138,-23.060000,-47.030000,case-existing,case-existing
2569,DURATJ-SP088,-23.203473,-46.832970,interpolated,topology-interp
2570,D#ALP2-SP088,-23.535581,-47.438140,interpolated,topology-interp
2571,VOTOR2-SP088,-23.550000,-47.430000,case-existing,case-existing
2572,ASCENT-SP088,-23.190000,-46.970000,case-existing,case-existing
2573,USIMIN-SP345,-23.860000,-46.420000,interpolated,topology-interp
2574,SABESP-SP138,-23.920000,-47.160000,case-existing,case-existing
2575,ITATIB-SP138,-22.960000,-46.910000,case-existing,case-existing
2581,VALEF3-SP138,-23.850000,-46.380000,case-existing,case-existing
2582,VCA-PI-SP138,-23.930000,-46.280000,case-existing,case-existing
2583,D#3ASC-SP088,-23.184939,-46.947864,interpolated,topology-interp
2584,D#4ASC-SP088,-23.185671,-46.949619,interpolated,topology-interp
2585,EST273-SP088,-23.869523,-46.430079,interpolated,topology-interp
2586,EST274-SP088,-23.870332,-46.429013,interpolated,topology-interp
2587,N.APA1-SP138,-22.828275,-47.214947,interpolated,topology-interp
2588,EST284-SP088,-23.866191,-46.423410,interpolated,topology-interp
2589,EST283-SP088,-23.866338,-46.426718,interpolated,topology-interp
2590,COPEBR-SP088,-23.840000,-46.390000,case-existing,case-existing
2591,CODESP-SP088,-23.950000,-46.310000,case-existing,case-existing
2592,SANTO8-SP088,-23.950000,-46.310000,case-existing,case-existing
2593,T#1SA8-SP088,-23.945000,-46.315000,interpolated,topology-interp
2594,T#2SA8-SP088,-23.960000,-46.305000,interpolated,topology-interp
2598,INDAI2-SP088,-23.120000,-47.250000,case-existing,case-existing
2599,D#B4SR-SP088,-23.484361,-47.155991,interpolated,topology-interp
2600,D#B3SR-SP088,-23.500415,-47.151383,interpolated,topology-interp
2601,BCA2SR-SP088,-23.492427,-47.153681,interpolated,topology-interp
2603,BOIT.Y-SP138,-23.267177,-47.766118,interpolated,topology-interp
2604,BOITUV-SP138,-23.270000,-47.680000,case-existing,case-existing
2606,ZANCHE-SP138,-23.300000,-47.760000,case-existing,case-existing
2608,CUMMIN-SP138,-23.087158,-46.852958,interpolated,topology-interp
2609,PROCTE-SP138,-23.100000,-46.960000,case-existing,case-existing
2610,S.BARBCER013,-22.730000,-47.420000,interpolated,topology-interp
2611,I.SOLT-SP440,-20.380000,-51.370000,case-existing,case-existing
2612,I.SOLT-SP138,-20.492387,-51.256266,interpolated,topology-interp
2613,JUPIA--SP440,-20.780000,-51.630000,case-existing,case-existing
2614,JUPI-A-SP138,-20.780000,-51.630000,case-existing,case-existing
2615,TIRMAO-SP440,-20.670000,-51.300000,case-existing,case-existing
2616,T.IRMA-SP138,-20.670000,-51.300000,case-existing,case-existing
2617,AVERME-SP500,-19.860000,-50.350000,case-existing,case-existing
2618,AVERML-SP440,-19.860000,-50.350000,case-existing,case-existing
2619,AVERML-SP138,-19.860000,-50.350000,case-existing,case-existing
2620,TAQUAR-SP440,-22.540000,-52.000000,case-existing,case-existing
2621,TAQURB-SP138,-22.540000,-52.000000,case-existing,case-existing
2622,CAPIVA-SP440,-22.660000,-51.360000,case-existing,case-existing
2623,CAPI1B-SP138,-22.660000,-51.360000,case-existing,case-existing
2624,ASSIS--SP440,-22.670000,-50.350000,case-existing,case-existing
2625,ASSIS--SP230,-22.670000,-50.350000,case-existing,case-existing
2626,ASSIS2-SP230,-22.873333,-50.646667,interpolated,topology-interp
2627,ASSIS--SP088,-22.713806,-50.397947,interpolated,topology-interp
2628,BAURU--SP440,-22.280000,-49.100000,case-existing,case-existing
2629,BAURU--SP138,-22.280000,-49.100000,case-existing,case-existing
2630,ARARAQ-SP440,-21.780000,-48.260000,case-existing,case-existing
2631,ARARAQ-SP138,-21.780000,-48.260000,case-existing,case-existing
2632,R.PRET-SP440,-21.200000,-47.690000,case-existing,case-existing
2633,R.PRET-SP138,-21.200000,-47.690000,case-existing,case-existing
2634,S.BARB-SP440,-22.730000,-47.420000,case-existing,case-existing
2635,S.BARB-SP138,-22.730000,-47.420000,case-existing,case-existing
2636,SUMARE-SP440,-22.870000,-47.290000,case-existing,case-existing
