! NUM ...........Latitude ..........Longitude
  212 -4.8220859999999997 -44.354708000000002
   36 -26.287517999999999          -48.878529
   21 -19.754010000000001 -40.376534999999997
   46 -4.8650440000000001 -44.350555999999997
  116 -4.8141210000000001          -44.343646
  239           -4.819401 -44.355296000000003
  176               -2.52 -44.299999999999997
  240               -1.55              -48.75
  259 -1.5508329999999999 -48.747777999999997
   73 -3.5661890000000001 -44.558717999999999
   70 -3.5661890000000001 -44.558717999999999
  777 -4.8220859999999997 -44.354708000000002
  847               -1.55              -48.75
  848 -4.2999999999999998 -42.990000000000002
  849 -2.6800000000000002 -44.310000000000002
