! NUM ...........Latitude ..........Longitude
  117 -20.137544999999999 -43.891925999999998
  118 -20.137499999999999 -43.888055999999999
  119          -23.861915 -46.462088000000001
  120 -23.192982000000001 -46.021315000000001
  121              -23.41 -45.600555999999997
  122 -23.370000000000001 -45.869999999999997
  123          -22.528813 -44.567931000000002
  124 -6.7819440000000002 -48.150832999999999
  126 -21.884858000000001 -43.540835999999999
  127 -21.979254000000001 -43.363076999999997
  129 -21.920743999999999 -42.793148000000002
  130              -21.84 -42.579999999999998
  131          -22.683304          -43.873275
  183 -20.131872999999999 -43.876935000000003
  133 -22.690000000000001              -43.82
  134 -19.165278000000001 -42.775039999999997
  135 -19.120000000000001 -42.659999999999997
  139 -20.207422000000001 -42.854998999999999
  141          -19.021569          -42.124896
  143          -19.457141           -41.09798
  144 -19.500482999999999          -40.918464
  145 -20.083151000000001 -40.577012000000003
  148          -16.738056 -42.574722000000001
  155 -18.879411999999999 -44.776130999999999
  156             -18.215 -45.259166999999998
  162 -16.210720999999999 -47.323332000000001
  185 -21.449999999999999 -42.399999999999999
  192 -19.710000000000001 -42.960000000000001
  193 -19.646221000000001 -42.850181999999997
  195 -15.235556000000001 -58.727778000000001
  196          -15.123889 -58.964722000000002
  217 -20.917134999999998 -41.721924000000001
  250 -14.470000000000001 -48.490000000000002
  251              -13.83 -48.299999999999997
  252 -13.402386999999999 -48.143329000000001
  253 -12.808434999999999           -48.23818
  257              -12.24 -48.390000000000001
  261 -19.057638000000001 -52.532074000000001
  278 -14.871174999999999 -55.785277000000001
  281 -17.609999999999999 -54.829999999999998
  283 -17.899999999999999 -40.200000000000003
  304              -17.09 -54.829999999999998
  305              -17.09 -54.829999999999998
  310          -10.163333 -59.464167000000003
  493 -17.449999999999999 -45.119999999999997
 1132          -18.774569 -46.202379000000001
  184 -20.131872999999999 -43.876935000000003
  182          -18.774569 -46.202379000000001
  181 -22.074166999999999 -48.062221999999998
 1133          -18.774569 -46.202379000000001
  125 -22.690000000000001 -43.859999999999999
  180          -18.774569 -46.202379000000001
