$version=1
!Code,Latitude,Longitude
29884,-22.7,-47.36
29885,-21.248745,-48.392972
29886,-21.201419,-48.407201
29887,-21.2,-47.85
29888,-20.509459,-47.579088
29889,-20.52,-47.42
29890,-20.908421,-47.532105
29891,-20.727369,-47.666842
29892,-22.71,-47.13
29893,-22.93619,-47.317619
29894,-22.988571,-47.372857
29895,-22.690588,-47.504706
29896,-22.66,-47.52
29897,-22.826164,-47.220146
29898,-22.83,-47.2
29899,-22.84875,-46.905
29900,-20.48,-47.87
29901,-20.94234,-48.187872
29902,-20.94,-48.25
29903,-21.77,-48.12
29904,-21.75,-48.08
29905,-20.227305,-48.280071
29906,-20.28,-48.19
29907,-21.95,-50.2
29908,-21.8,-50.21
29909,-20.61,-48
29910,-21.196203,-47.954349
29911,-21.12,-47.96
29912,-21.158103,-47.957176
29914,-20.616842,-48.983155
29915,-20.69,-49.11
29916,-21.656,-49.814
29917,-21.64,-49.84
29918,-21.371426,-48.350544
29919,-21.355713,-48.325272
29920,-21.34,-48.3
29921,-21.32,-48.12
29922,-22.63625,-48.70625
29923,-22.63,-48.75
29924,-22.53875,-48.75875
29925,-22.49,-48.79
29926,-21.155,-48.755
29927,-21.21,-48.84
29928,-21.07,-48.695
29929,-21.04,-48.72
29930,-21.32,-48.12
29931,-21.097872,-48.068298
29932,-21.11,-48.08
29933,-20.506301,-48.236262
29934,-20.49315,-48.323131
29935,-20.48,-48.41
29936,-20.487411,-48.484701
29937,-20.529137,-48.5349
29938,-20.55,-48.56
29939,-20.413097,-48.319202
29940,-20.462544,-47.989521
29941,-20.43188,-48.172908
29942,-20.42,-48.21
29943,-20.635,-48.5525
29944,-20.647499,-48.54125
29945,-20.66,-48.53
29946,-22.379174,-48.551273
29947,-22.463339,-48.563018
29948,-22.463339,-48.563018
29949,-20.777572,-47.46733
29950,-20.75,-47.43
29951,-21.103383,-48.432829
29952,-21.15,-48.68
29953,-21.2,-48.69
29954,-21.946502,-48.478561
29955,-22.1,-48.48
29956,-21.207692,-47.67
29957,-21.193846,-47.65
29958,-21.18,-47.63
29962,-23.01,-47.53
29963,-22.90375,-46.915
29964,-22.63,-47.68
29965,-22.55,-48.81
29966,-22.91,-47.47
29967,-22.66,-47.21
29968,-20.9575,-48.22875
29969,-21,-48.29
29970,-22.48,-48.53
29971,-22.989524,-47.440952
29972,-22.612595,-47.711737
29973,-21.146266,-50.863012
29974,-21.098217,-50.851283
29975,-21.05,-50.84
29976,-21.207002,-50.028969
29977,-21.206938,-50.029021
29978,-21.186849,-49.452344
29979,-21.11,-49.32
29980,-21.67,-49.79
29981,-21.453213,-48.344022
29982,-21.41,-48.28
29983,-22.668322,-47.192407
29984,-22.665625,-47.198189
29985,-22.985,-47.11
29986,-22.99,-47.125
29987,-22.99,-47.14
29988,-22.9,-47.06
29989,-20.504904,-47.68744
29990,-20.397221,-47.883512
29991,-20.55,-47.81
29992,-20.44,-47.89
29993,-22.935169,-46.904045
29994,-22.983596,-46.846292
29995,-22.917072,-46.979063
29996,-22.912584,-46.952022
29997,-22.972,-46.972
29998,-22.972,-46.974
29999,-22.984,-47.034
30000,-22.984,-47.038
30001,-20.842647,-49.462059
30002,-22.93,-46.9
30003,-22.82,-46.88
30004,-21.125,-50.465
30005,-20.94,-50.5
30006,-22.23,-49.93
30007,-22.7,-47.36
30008,-22.932921,-46.850112
30009,-22.67,-47.6
30010,-22.335,-49.925
30011,-20.343972,-48.666738
30012,-20.3,-48.77
30013,-20.55,-47.81
30014,-22.28,-46.76
30015,-22.26,-46.72
30016,-21.89,-48.15
30017,-22.44,-49.92
30018,-21.8,-48.53
30019,-21.73,-48.68
30020,-22.89,-48.43
30021,-23.08,-48.38
30022,-23.1,-48.61
30023,-22.907273,-48.425455
30024,-22.89,-48.43
30025,-22.89,-48.43
30026,-22.681787,-47.650137
30027,-22.681772,-47.650253
30028,-22.665316,-47.640759
30029,-22.006667,-47.930476
30030,-21.9825,-47.94625
30031,-21.983333,-47.91381
30032,-21.75,-49.68
30033,-22.807131,-47.141239
30034,-22.80766,-47.140671
30035,-21.9975,-47.89875
30036,-21.965,-47.8875
30037,-21.88,-47.79
30038,-24.04,-49.46
30039,-22.0175,-47.97375
30040,-22.07,-48.06
30041,-22.824071,-47.155944
30042,-22.824298,-47.155701
30043,-22.85,-47.14
30044,-22.770563,-47.098272
30045,-22.962761,-47.160071
30046,-22.965996,-47.160721
30047,-22.969104,-47.174028
30048,-22.970398,-47.174289
30049,-22.96,-47.2
30050,-23.09,-48.27
30051,-22.523655,-48.901429
30052,-22.5,-48.94
30053,-22.606667,-48.803333
30054,-22.836474,-47.057017
30055,-22.819423,-47.051052
30056,-22.819423,-47.051052
30057,-20.509459,-47.579088
30058,-20.526486,-47.476362
30059,-21.19125,-47.78375
30060,-21.19125,-47.78375
30061,-21.19375,-47.75125
30062,-21.19375,-47.75125
30063,-22.367273,-49.058182
30064,-22.34375,-49.08
30065,-22.0075,-47.92875
30066,-21.05,-48.27
30067,-20.94,-48.25
30068,-22.965,-47.11
30069,-22.968794,-47.123937
30070,-22.719962,-47.332552
30071,-22.675882,-47.597059
30072,-22.985199,-47.162144
30073,-22.984552,-47.162014
30074,-23,-47.15
30075,-22.739113,-47.301726
30076,-22.756697,-47.265051
30077,-22.9,-47.2
30078,-22.762814,-47.253589
30079,-22.762559,-47.258249
30080,-22.804271,-47.23453
30081,-22.804186,-47.236083
30082,-22.793366,-47.218415
30083,-22.788597,-47.23598
30084,-22.802298,-47.21127
30085,-22.800504,-47.217871
30086,-22.813523,-47.205407
30087,-22.812927,-47.207602
30088,-22.720334,-47.332377
30089,-22.714964,-47.320566
30090,-22.716082,-47.320042
30091,-22.737209,-47.300705
30092,-22.762411,-47.268117
30093,-20.656667,-47.916667
30094,-22.749658,-47.396622
30095,-22.750291,-47.396126
30096,-22.758975,-47.379866
30097,-22.760873,-47.378379
30098,-22.767265,-47.362977
30099,-20.598584,-47.851885
30100,-20.548584,-47.825219
30101,-22.772326,-47.359011
30102,-22.772822,-47.339064
30103,-22.775601,-47.327108
30104,-22.814481,-47.27633
30105,-22.8106,-47.297108
30106,-22.820215,-47.245491
30107,-22.822474,-47.23343
30108,-22.826916,-47.216124
30111,-22.787572,-47.317025
30112,-22.780898,-47.321392
30113,-22.77909,-47.313884
30114,-22.776587,-47.315522
30115,-22.769697,-47.304628
30116,-22.768862,-47.305174
30117,-22.676667,-47.53
30118,-22.857072,-47.019063
30119,-22.857072,-47.019063
30120,-22.86,-46.99
30121,-21.355713,-48.290272
30122,-21.312857,-48.187143
30123,-21.34,-48.23
30124,-21.128611,-47.755378
30125,-21.127072,-47.753516
30126,-21.16,-47.75
30127,-21.045826,-47.726139
30128,-21.041218,-47.720548
30129,-20.988878,-47.663029
30130,-20.976583,-47.648132
30131,-20.852686,-47.542879
30132,-20.917884,-47.59195
30133,-20.847727,-47.529636
30134,-20.734993,-47.442357
30135,-20.639074,-47.364181
30136,-20.622258,-47.34982
30137,-20.549964,-47.34686
30138,-20.544359,-47.342072
30139,-20.84823,-49.435641
30140,-20.84823,-49.435641
30141,-20.83,-49.39
30142,-22.755335,-47.122732
30143,-22.754848,-47.123767
30144,-22.75,-47.13
30145,-22.897377,-47.187134
30146,-22.895815,-47.188579
30147,-22.89,-47.19
30148,-22.83,-47.07
30149,-22.340081,-48.658374
30150,-22.37,-48.69
30151,-22.340244,-48.705122
30152,-22.33,-48.73
30153,-22.895792,-47.192378
30154,-22.892297,-47.19647
30155,-22.24,-49.98
30156,-20.83,-49.36
30157,-22.88,-46.8
30158,-21.462888,-50.668327
30159,-21.33,-50.95
30160,-20.49,-49.54
30161,-20.565779,-49.637096
30164,-23.017865,-46.838764
30165,-21.643376,-49.769215
30166,-21.643378,-49.769214
30167,-21.596715,-49.778439
30168,-21.596727,-49.778438
30169,-21.4969,-49.806083
30170,-21.496902,-49.806082
30171,-21.162103,-47.847176
30172,-21.178326,-47.854568
30173,-21.204203,-47.874349
30174,-21.210812,-47.891414
30175,-21.163605,-47.883806
30176,-21.14,-47.88
30177,-22.874217,-47.253293
30178,-22.874242,-47.253365
30179,-22.872639,-47.229844
30180,-22.872742,-47.230135
30181,-21.41,-48.28
30182,-21.52,-48.39
30183,-21.026582,-49.339736
30184,-21.026582,-49.339736
30185,-23.05,-46.84
30186,-21.146,-47.794
30187,-21.14,-47.796
30188,-21.148,-47.802
30189,-21.164163,-47.832283
30190,-21.13,-47.808
30191,-20.794412,-49.376765
30192,-20.794412,-49.376765
30193,-20.845,-49.495
30194,-20.833333,-49.503333
30195,-20.82,-49.49
30196,-20.97,-48.47
30199,-21.209457,-47.732884
30200,-21.207778,-47.729144
30201,-21.211111,-47.736588
30203,-22.7,-47.3
30204,-22.7,-47.28
30205,-22.707915,-47.307741
30206,-22.709702,-47.295126
30207,-22.723491,-47.288663
30208,-22.474966,-46.710338
30209,-22.474966,-46.710338
30210,-22.47,-46.72
30214,-22.449747,-46.862686
30215,-22.449747,-46.862686
30216,-22.454841,-46.791063
30217,-22.454841,-46.791063
30219,-22.804456,-47.216135
30220,-22.802862,-47.222002
30221,-22.81,-47.21
30222,-22.905147,-47.179265
30223,-22.906338,-47.179025
30224,-22.89,-47.18
30225,-22.881076,-47.200834
30226,-22.880457,-47.199089
30227,-22.871241,-47.206904
30228,-22.871061,-47.206395
30229,-22.934775,-47.158483
30230,-22.937976,-47.158967
30231,-22.65038,-47.686952
30232,-22.669494,-47.672785
30233,-22.631487,-47.699345
30234,-22.576297,-47.755869
30235,-22.68,-47.72
30236,-22.776667,-47.97
30237,-22.69,-47.735
30238,-22.91625,-47.0325
30239,-22.91625,-47.0325
30240,-22.93875,-47.0375
30241,-22.93875,-47.0375
30242,-22.828024,-47.178649
30243,-22.828099,-47.178568
30244,-22.797323,-47.127765
30245,-22.798682,-47.126304
30246,-22.8,-47.13
30247,-22.746999,-47.146372
30248,-22.745624,-47.158871
30249,-22.75,-47.15
30250,-22.9,-47.19
30251,-22.689341,-47.189036
30252,-22.690036,-47.188272
30253,-22.69,-47.16
30254,-22.782321,-47.0844
30255,-22.782365,-47.084306
30256,-22.765745,-47.106008
30257,-22.765878,-47.105726
30258,-22.750128,-47.132469
30259,-22.747812,-47.149437
30260,-22.744549,-47.135734
30261,-22.745048,-47.134676
30262,-22.73485,-47.131911
30263,-22.735016,-47.131559
30264,-22.7,-47.14
30265,-22.726854,-47.122759
30266,-22.72995,-47.119431
30267,-22.7422,-47.153823
30268,-22.734888,-47.181762
30269,-22.7374,-47.161274
30270,-22.734963,-47.170587
30271,-22.73906,-47.177178
30272,-22.668554,-47.192152
30273,-22.711559,-47.212652
30274,-22.704885,-47.273281
30275,-22.70558,-47.272517
30276,-22.714959,-47.305122
30277,-22.71519,-47.304867
30278,-22.53,-46.65
30279,-22.51,-46.635
30280,-22.57,-46.68
30281,-22.636667,-46.713333
30282,-22.663333,-46.716667
30283,-22.7,-46.75
30286,-22.683333,-47.606667
30287,-22.693333,-47.613333
30288,-22.225455,-49.947818
30289,-22.224545,-49.924182
30290,-22.223636,-49.832545
30291,-21.06,-50.46
30292,-21.04,-50.46
30293,-21.190514,-50.428695
30294,-21.190514,-50.428695
30295,-21.17,-50.45
30296,-20.842647,-49.462059
30297,-20.815294,-49.424118
30298,-20.815294,-49.424118
30299,-20.793235,-49.400294
30300,-20.793235,-49.400294
30301,-22.92,-48.45
30302,-22.92,-48.45
30303,-22.92,-48.45
30304,-20.616842,-48.983158
30305,-20.508421,-48.991579
30306,-20.4,-49
30307,-21.46,-49.58
30308,-22.1,-50.19
30309,-22.1,-50.19
30310,-22.959091,-48.411818
30330,-21.000468,-48.528505
30331,-21.000468,-48.528505
30333,-20.94,-48.076667
30334,-20.94,-48.08
30340,-21.01,-47.99
30341,-22.63,-48.75
30342,-22.59275,-48.668947
30345,-21.91875,-49.905
30346,-21.783333,-49.843333
30347,-21.8,-49.93
30348,-22.09625,-49.945
30349,-22.076667,-49.923333
30350,-20.786667,-49.203333
30351,-20.748947,-49.231053
30352,-21.254974,-50.613883
30353,-21.254974,-50.613883
30354,-21.24,-50.65
30355,-21.4,-50.49
30356,-20.87,-49.57
30359,-20.63,-49.65
30362,-21.08,-49.68
30365,-20.9,-49.45
30366,-21.015,-49.315
30367,-21.04,-49.37
30368,-22.45167,-48.616509
30369,-22.45167,-48.616509
30370,-22.44,-48.67
30374,-21.213893,-47.764578
30375,-21.223905,-47.786935
30376,-20.460821,-47.306398
30377,-20.458959,-47.466664
30378,-20.496139,-47.47525
30379,-20.496139,-47.47525
30392,-23.063333,-47.011348
30400,-20.58,-47.78
30410,-22.519125,-48.573421
30411,-22.52,-48.64
30412,-22.445462,-48.998571
30414,-22.452731,-48.984286
30415,-22.467605,-48.962857
30416,-22.7,-47.36
30417,-20.920776,-47.602965
30418,-20.947232,-47.620038
30419,-20.920801,-47.602951
30440,-22.765811,-47.105868
30441,-22.786609,-47.110152
30442,-22.78838,-47.108255
30443,-22.784831,-47.11207
30444,-22.837094,-47.14791
30445,-22.837131,-47.147872
30446,-22.837055,-47.147953
30447,-22.852069,-47.246237
30448,-22.850115,-47.250394
30449,-22.854023,-47.242079
30450,-22.87,-47.29
30451,-22.87,-47.29
30452,-22.87,-47.29
30453,-22.87,-47.29
30454,-22.87423,-47.253329
30455,-22.819423,-47.051052
30456,-22.819423,-47.051052
30457,-22.871152,-47.206649
30465,-20.73725,-47.45569
30466,-20.692416,-47.417392
30467,-20.72,-47.46
30468,-20.577499,-48.576251
30470,-20.5775,-48.57625
30490,-22.73,-47.42
30497,-22.820488,-47.244152
30498,-22.816491,-47.265603
30499,-21.98,-47.951429
30500,-21.794335,-48.455707
30501,-21.804335,-48.392374
30503,-21.83,-48.49
30504,-21.77,-48.57
30505,-22.56,-47.9
30506,-20.15,-47.62
30507,-21.31125,-47.6425
30508,-21.308,-47.678
30509,-21.92,-48.44
30510,-21.92,-48.44
30511,-22.56,-47.9
30512,-22.34375,-49.08
30513,-21.184756,-50.364966
30514,-21.184756,-50.364966
30515,-21.2,-50.4
30516,-22.496393,-48.515787
30517,-22.496393,-48.515787
30518,-22.48,-48.52
30519,-22.367236,-48.755285
30520,-22.361707,-48.745854
30521,-22.364472,-48.750569
30522,-22.791197,-47.314214
30524,-20.616842,-48.983158
30526,-22.22,-49.67
30538,-20.748947,-49.23105
30539,-21.298718,-50.361455
30540,-21.40375,-47.5075
30541,-21.394,-47.614
30542,-22.818505,-47.254887
30543,-21.596752,-49.778431
30544,-21.461041,-50.491736
30545,-21.546813,-50.324366
30546,-21.504394,-50.406616
30549,-21.298703,-50.361374
30550,-21.298703,-50.361374
30560,-20.853801,-48.498505
30561,-20.92,-48.53
30562,-21.257238,-47.861429
30563,-21.273856,-47.898619
30564,-21.240546,-47.824134
30645,-20.893801,-48.301838
30646,-21.019362,-48.091489
30647,-21.085745,-48.056596
30649,-20.87,-48.16
30650,-23.22,-47.47
30651,-23.220099,-47.451499
30652,-23.220343,-47.45103
30653,-23.07,-47.01
30654,-23.48857,-47.160842
30655,-23.440483,-47.174632
30656,-23.464658,-47.167524
30657,-23.372227,-47.200411
30658,-23.531408,-47.180418
30659,-23.548902,-47.213161
30660,-23.4,-47.64
30661,-23.413548,-47.636774
30662,-23.129333,-47.246186
30663,-23.129146,-47.246163
30664,-23.129198,-47.246189
30665,-23.09,-47.2
30666,-23.14,-47.24
30667,-23.21,-47.51
30668,-23.21,-47.3
30669,-23.21,-47.29
30670,-23.21,-47.28
30671,-23.21,-47.3
30672,-23.31,-47.3
30673,-23.31,-47.3
30674,-23.43,-47.39
30675,-23.41,-47.382
30676,-23.15,-47
30677,-23.15,-46.87
30678,-23.09,-46.95
30679,-23.09,-46.95
30680,-23.45,-47.7
30681,-23.15,-46.99
30682,-23.25,-47.35
30683,-23.03,-46.98
30684,-23.07,-47
30685,-23.43,-47.09
30686,-23.147601,-47.240954
30687,-23.145162,-47.240648
30688,-23.14,-47.24
30689,-23.653205,-47.512639
30690,-23.653195,-47.512628
30691,-23.65,-47.56
30692,-23.975243,-46.455613
30693,-23.975243,-46.455613
30694,-23.97,-46.47
30695,-23.27,-47.26
30696,-23.139016,-47.242382
30697,-23.138077,-47.242264
30698,-23.115716,-47.210001
30699,-23.115716,-47.210001
30700,-23.12,-47.21
30701,-23.482484,-47.426289
30702,-23.478372,-47.427209
30703,-23.515013,-47.442533
30704,-23.506744,-47.444419
30705,-23.512462,-47.471344
30706,-23.506279,-47.467907
30707,-23.51,-47.5
30708,-23.51,-47.5
30709,-23.47,-47.55
30710,-23.45,-47.41
30711,-23.45,-47.41
30712,-23.43,-47.41
30713,-23.453333,-47.433333
30714,-23.43,-47.42
30715,-23.456667,-47.456667
30716,-23.42875,-47.42875
30717,-23.46,-47.48
30718,-23.43625,-47.44625
30719,-23.463333,-47.503333
30720,-23.46,-47.46
30721,-23.466667,-47.526667
30722,-23.502093,-47.459302
30723,-23.512546,-47.471368
30724,-23.5,-47.45
30725,-23.512412,-47.47147
30726,-23.482511,-47.426279
30727,-23.55,-47.43
30728,-23.55,-47.44
30729,-23.5,-47.46
30730,-23.43,-47.39
30731,-23.4,-47.6
30732,-23.35,-47.62
30733,-23.35,-47.62
30734,-23.42,-47.42
30735,-23.42,-47.45
30736,-23.656389,-47.465257
30737,-23.303832,-47.226516
30738,-23.339442,-47.158326
30739,-23.987148,-46.492565
30740,-23.987148,-46.492565
30741,-23.129432,-47.246195
30742,-23.129057,-47.246148
30743,-23.06,-46.994043
30744,-23.057419,-46.980645
30745,-23.029677,-46.942581
30746,-23.03,-46.944255
30747,-23.187138,-47.248275
30748,-23.187138,-47.248275
30749,-23.186851,-47.248087
30750,-23.925794,-46.252746
30751,-23.465,-47.505
30754,-23.137146,-47.220002
30755,-23.137146,-47.220002
30759,-23.137148,-47.220003
30760,-23.224877,-47.278397
30761,-23.17164,-46.97265
30762,-23.171886,-46.973231
30763,-23.18,-46.98
30764,-23.18,-46.98
30765,-23.193126,-46.901124
30766,-23.195089,-46.90578
30767,-23.201371,-46.854077
30768,-23.204546,-46.861691
30769,-23.205217,-46.844339
30770,-23.206223,-46.853647
30771,-23.21,-46.84
30772,-23.21,-46.84
30773,-23.21,-46.84
30774,-23.204162,-46.859052
30775,-23.204363,-46.838596
30776,-23.202074,-46.864564
30777,-23.203422,-46.833134
30778,-23.2,-46.82
30779,-23.202553,-46.827363
30780,-23.204177,-46.819148
30781,-23.2,-46.83
30782,-23.21,-46.81
30783,-23.2,-46.87
30784,-23.212261,-46.825907
30785,-23.205667,-46.817119
30786,-23.22,-46.79
30787,-23.21,-46.78
30788,-23.194228,-47.256398
30789,-23.194228,-47.256398
30790,-23.194564,-47.256739
30791,-23.20217,-47.265265
30792,-23.20217,-47.265265
30793,-23.201792,-47.264933
30794,-23.209665,-47.273643
30795,-23.209665,-47.273643
30796,-23.217376,-47.276131
30797,-23.217376,-47.276131
30798,-23.217204,-47.275995
30799,-23.224877,-47.278397
30800,-23.153781,-46.972473
30801,-23.158286,-46.968
30802,-23.157582,-46.954848
30803,-23.158,-46.956001
30804,-23.166321,-46.930694
30805,-23.162571,-46.934667
30806,-23.17,-46.92
30807,-23.17,-46.92
30808,-23.18,-46.9
30809,-23.17,-46.92
30810,-23.19,-46.88
30811,-23.153778,-46.972493
30812,-23.153763,-46.972554
30813,-23.17,-46.96
30814,-23.18,-46.95
30815,-23.172286,-46.956
30816,-23.166857,-46.958
30817,-23.17,-46.95
30818,-23.16,-46.95
30819,-23.17,-46.93
30820,-23.158962,-46.942086
30821,-23.157714,-46.944
30822,-23.15,-46.94
30823,-23.152988,-46.940694
30824,-23.152571,-46.941334
30825,-23.547255,-47.374243
30826,-23.547105,-47.374068
30827,-23.585756,-47.26953
30828,-23.585355,-47.269061
30829,-23.54995,-47.214402
30830,-23.534148,-47.183672
30831,-23.53,-47.19
30832,-23.54,-47.17
30833,-23.52,-47.14
30834,-23.50059,-47.163637
30835,-23.66,-47.22
30836,-23.66,-47.22
30837,-23.606021,-47.443197
30838,-23.605974,-47.443144
30839,-23.590408,-47.433278
30840,-23.590389,-47.433257
30841,-23.656408,-47.465279
30842,-23.63,-47.5
30843,-23.59,-47.42
30844,-23.575206,-47.436639
30845,-23.575196,-47.436628
30846,-23.56,-47.44
30847,-23.575204,-47.436638
30848,-23.575194,-47.436627
30849,-23.467638,-47.124066
30850,-23.932981,-46.358364
30851,-23.93,-46.35
30852,-23.833145,-46.367138
30853,-23.83,-46.36
30854,-23.87,-46.43
30855,-23.15,-46.94
30856,-23.85,-46.4
30857,-23.84274,-46.390822
30858,-23.842014,-46.389965
30859,-23.84,-46.39
30860,-23.838493,-46.380548
30861,-23.839435,-46.381413
30862,-23.84,-46.38
30863,-23.834246,-46.370274
30864,-23.83629,-46.374276
30865,-23.83,-46.36
30866,-23.849541,-46.396148
30867,-23.849863,-46.400959
30868,-23.85,-46.39
30869,-23.862058,-46.417808
30870,-23.863164,-46.423366
30871,-23.86,-46.41
30872,-23.874506,-46.434588
30873,-23.872729,-46.433415
30874,-23.87272,-46.433426
30875,-23.875473,-46.436066
30876,-23.87521,-46.4341
30877,-23.88,-46.44
30878,-23.867734,-46.428036
30879,-23.871734,-46.428036
30880,-23.88,-46.43
30881,-23.904805,-46.452335
30882,-23.904805,-46.452335
30883,-23.88,-46.45
30884,-23.88,-46.45
30885,-23.955729,-46.46684
30886,-23.955729,-46.46684
30887,-24,-46.43
30888,-24,-46.43
30889,-24.005716,-46.490856
30890,-24.005716,-46.490856
30891,-24.01,-46.48
30892,-24.02,-46.5
30893,-23.39,-47.38
30894,-23.920968,-46.404482
30895,-23.920573,-46.404132
30896,-23.920574,-46.404134
30897,-23.942527,-46.390215
30898,-23.941775,-46.389471
30899,-23.96,-46.4
30900,-23.96,-46.4
30901,-23.946614,-46.36616
30902,-23.94475,-46.364278
30903,-23.952204,-46.362054
30904,-23.947375,-46.35714
30905,-23.95,-46.35
30906,-23.95,-46.35
30907,-23.96,-46.37
30908,-23.87,-46.42
30909,-23.88,-46.42
30911,-23.904794,-46.404694
30912,-23.91162,-46.398816
30913,-23.89,-46.42
30914,-23.924967,-46.375337
30915,-23.923838,-46.378877
30916,-23.924987,-46.375114
30917,-23.926911,-46.379447
30918,-23.93,-46.38
30919,-23.93,-46.38
30920,-23.92,-46.37
30921,-23.96,-46.33
30922,-23.97,-46.3
30923,-23.94,-46.32
30924,-23.97,-46.3
30925,-23.941707,-46.3354
30926,-23.945127,-46.346194
30927,-23.94,-46.34
30928,-23.235309,-47.252636
30929,-23.248884,-47.226652
30930,-23.222045,-47.291546
30931,-23.22721,-47.281631
30932,-23.220783,-47.322006
30933,-23.222747,-47.31824
30934,-23.230297,-47.374501
30935,-23.23103,-47.37309
30936,-23.163802,-47.240477
30937,-23.158574,-47.230001
30938,-23.158574,-47.230001
30939,-23.162582,-47.240324
30940,-23.856575,-46.413973
30941,-23.854311,-46.409223
30942,-23.86,-46.42
30943,-23.849726,-46.401918
30944,-23.848622,-46.398445
30945,-23.85,-46.4
30946,-23.16,-46.94
30947,-23.039032,-46.967742
30948,-23.04,-46.972766
30949,-23.37,-47.354
30950,-23.376667,-47.356667
30951,-23.38,-46.4
30952,-23.15,-46.99
30953,-23.18,-47.24
30954,-20.295025,-50.52961
30955,-23.61,-46.58
30956,-23.51,-46.52
30957,-23.066274,-48.199027
30958,-23.066274,-48.199027
30959,-22.92,-45.41
30960,-22.697834,-47.369583
30961,-20.634082,-50.378345
30962,-24.454347,-47.865598
30963,-23.49,-46.77
30968,-23.597929,-48.066563
30969,-23.597929,-48.066563
30974,-20.741867,-51.476419
30975,-20.741867,-51.476419
30976,-20.776132,-51.583293
30977,-20.778141,-51.585133
30978,-20.772796,-51.620634
30979,-20.778824,-51.626147
30980,-20.762243,-51.64855
30981,-20.778323,-51.663286
30982,-20.791642,-51.638513
30984,-22.54,-48.81
30998,-23.342738,-49.111234
30999,-23.342738,-49.111234
31000,-21.596138,-50.385188
31001,-20.067299,-50.152219
31002,-20.19718,-50.00103
31003,-21.901066,-51.287083
31004,-21.901066,-51.287083
31007,-21.73554,-50.447624
31008,-21.73554,-50.447624
31009,-20.490318,-51.111197
31010,-20.538004,-51.06891
31011,-22.363604,-47.42563
31012,-22.363768,-47.425557
31013,-22.31828,-47.409805
31014,-22.318708,-47.409613
31015,-22.241233,-47.403799
31016,-22.24236,-47.403297
31017,-22.381284,-47.388538
31018,-22.381304,-47.388529
31019,-22.131337,-47.423874
31020,-22.13906,-47.42043
31021,-22.0165,-47.452405
31022,-21.981004,-47.45972
31023,-21.918077,-47.483337
31024,-21.906244,-47.485775
31025,-23.030723,-46.727095
31026,-23.030723,-46.727095
31027,-23.061564,-46.771865
31028,-23.061564,-46.771865
31029,-23.065504,-46.736016
31030,-23.065504,-46.736016
31031,-23.086619,-46.85322
31032,-23.086619,-46.85322
31033,-23.112386,-46.934319
31034,-23.112386,-46.934319
31035,-23.904869,-46.199036
31036,-23.904869,-46.199036
31037,-23.847785,-46.172144
31038,-23.847785,-46.172144
31039,-23.941512,-46.255627
31040,-23.941512,-46.255627
31041,-23.956244,-46.257761
31042,-23.956244,-46.257761
31043,-23.969516,-46.26027
31044,-23.969516,-46.26027
31045,-23.98188,-46.261925
31046,-23.98188,-46.261925
31047,-23.985749,-46.265787
31048,-23.985749,-46.265787
31049,-23.975268,-46.265248
31050,-23.975268,-46.265248
31051,-23.773596,-45.570795
31052,-23.773596,-45.570795
31053,-23.772309,-45.630214
31054,-23.772309,-45.630214
31055,-23.75768,-45.789328
31056,-23.75768,-45.789328
31057,-23.759708,-45.88814
31058,-23.759708,-45.88814
31059,-23.781439,-46.005082
31060,-23.781439,-46.005082
31061,-21.613894,-47.490767
31062,-21.613894,-47.490767
31063,-22.696787,-47.369353
31064,-22.696787,-47.369353
31065,-22.662227,-47.318135
31066,-22.662227,-47.318135
31067,-22.627654,-47.266544
31068,-22.627654,-47.266544
31069,-22.628204,-47.2679
31070,-22.628204,-47.2679
31071,-22.559318,-47.159243
31072,-22.559318,-47.159243
31073,-22.565982,-47.17213
31074,-22.565982,-47.17213
31075,-22.484612,-47.038792
31076,-22.484612,-47.038792
31077,-22.63405,-47.391287
31078,-22.63405,-47.391287
31079,-22.582214,-47.383873
31080,-22.582214,-47.383873
31081,-22.571065,-47.386946
31082,-22.571065,-47.386946
31083,-22.541386,-47.373276
31084,-22.541386,-47.373276
31085,-22.26794,-51.68838
31086,-22.26794,-51.68838
31087,-23.177625,-47.80986
31088,-23.177625,-47.80986
31089,-22.056769,-47.897444
31090,-22.056769,-47.897444
31091,-22.029025,-47.859182
31092,-22.029025,-47.859182
31093,-21.990347,-47.790067
31094,-21.990347,-47.790067
31095,-21.911969,-47.641047
31096,-21.911969,-47.641047
31097,-22.15582,-47.851936
31098,-22.15582,-47.851936
31099,-22.240151,-47.741142
31100,-23.295737,-47.031603
31101,-23.284868,-47.072931
31102,-21.4717,-51.295559
31104,-22.334854,-47.581132
31105,-22.334854,-47.581132
31107,-22.875194,-50.142815
31110,-22.634648,-46.91003
31111,-22.634648,-46.91003
31112,-22.638856,-46.875317
31113,-22.638856,-46.875317
31114,-20.285549,-50.314909
31115,-22.515641,-46.936455
31116,-22.515641,-46.936455
31117,-22.575794,-46.907009
31118,-22.575794,-46.907009
31119,-22.762194,-46.778066
31120,-22.762194,-46.778066
31121,-22.861266,-46.743668
31122,-22.861266,-46.743668
31123,-22.786084,-48.458947
31124,-22.786084,-48.458947
31125,-22.415292,-48.339775
31126,-22.387239,-48.323618
31127,-22.347661,-48.122433
31128,-22.26351,-48.073953
31129,-22.383711,-47.723212
31130,-22.37139,-47.71612
31131,-22.39326,-47.663316
31132,-22.38845,-47.66055
31133,-22.405388,-47.605499
