! NUM ...........Latitude ..........Longitude
    1 -9.4919440000000002          -35.848889
    2 -13.836944000000001 -39.277500000000003
    3          -13.836974          -39.277566
    4 -13.851069000000001 -39.280233000000003
    5          -13.984937 -39.477066999999998
  103 -8.6310749999999992          -35.197592
  104 -8.5091090000000005 -35.597729999999999
  105 -8.3476320000000008 -35.342401000000002
  106 -8.3531860000000009 -35.402714000000003
  332          -12.351191 -42.338524999999997
  333 -9.5175479999999997 -40.886394000000003
  334          -12.312699 -42.350988000000001
  335          -12.278703 -42.362603999999997
  336 -14.155455999999999 -42.638219999999997
  337 -13.882300000000001 -42.663049999999998
  338          -14.183147 -42.622748999999999
  339 -14.176944000000001 -42.654063000000001
  340 -13.895694000000001 -42.676889000000003
  341 -14.014749999999999 -42.633861000000003
  342 -14.185150999999999 -42.591073000000002
  343          -13.860574          -42.657342
  344 -13.987944000000001 -42.638944000000002
  345 -13.862944000000001 -42.672666999999997
  346 -14.202139000000001 -42.658898999999998
  347          -14.201708 -42.618310000000001
  348          -14.164028 -42.600555999999997
  349 -14.218915000000001 -42.641387999999999
  350             -14.185             -42.503
  351 -9.8745919999999998 -41.095714999999998
  352 -14.219443999999999 -42.506999999999998
  353 -9.8638440000000003 -41.104174999999998
  354 -9.8746930000000006 -41.093010999999997
  355 -14.119464000000001 -42.614083000000001
  356          -13.964266 -42.638863000000001
  357          -14.129593 -42.559654999999999
  358          -14.088509 -42.682707999999998
  359          -14.102598 -42.610657000000003
  360          -14.147273 -42.711851000000003
  361           -9.498583 -40.878999999999998
  362 -11.664249999999999 -41.362000000000002
  363          -11.733361 -41.372999999999998
  364 -11.796462999999999 -41.393383999999998
  365 -14.338138000000001 -42.591090999999999
  366          -14.346057 -42.613683999999999
  367          -14.419889 -42.628720000000001
  368          -14.452802 -42.640996000000001
  369          -14.391171          -42.593854
  370          -14.292691 -42.585268999999997
  371          -14.377552 -42.609386000000001
  372          -14.133706 -42.602358000000002
  373 -14.029151000000001          -42.616076
  374 -14.152324999999999 -42.681592000000002
  375 -14.172033000000001 -42.700223999999999
  376          -14.468862 -42.583559000000001
  377          -14.529235          -42.586731
  378          -13.917985 -42.620446000000001
  379 -14.495723999999999 -42.582859999999997
  380          -14.476963          -42.585251
  381          -13.910024 -42.624172000000002
  382 -14.508400999999999 -42.586651000000003
  383 -10.627701999999999 -40.685535000000002
  384 -10.583277000000001 -40.637447000000002
  385 -10.569561999999999 -40.628582999999999
  386 -10.556679000000001 -40.568676000000004
  387          -14.163217 -42.484490000000001
  388           -10.51956 -40.611384000000001
  389 -13.837918999999999 -42.648637999999998
  390          -11.822457 -41.459062000000003
  391 -9.8867940000000001          -41.120331
  392 -9.8497050000000002 -41.056519000000002
  393          -11.893431 -41.458331000000001
  394 -11.856718000000001 -41.474221999999997
  395 -11.184106999999999 -42.705312999999997
  396 -14.114634000000001 -42.474949000000002
  397          -11.163795 -42.670648999999997
  398 -14.141481000000001 -42.478267000000002
  399 -9.8627640000000003 -41.083416999999997
  400           -11.86162 -41.416144000000003
  401 -11.071039000000001          -42.678815
  402          -14.277823 -42.543458999999999
  403 -14.315912000000001 -42.572139999999997
  404          -13.894795 -42.702697999999998
  405 -14.325692999999999          -42.571852
  406          -13.907722 -42.705021000000002
  407 -14.549962000000001 -42.580643999999999
  408          -14.556181          -42.582048
  409 -13.915585999999999 -42.697781999999997
  410          -14.259561 -42.554319999999997
  411          -14.445209 -42.691718999999999
  412 -14.331822000000001 -42.612802000000002
  413 -14.412775999999999 -42.659942000000001
  414 -14.431882999999999 -42.691893999999998
  415          -14.419038 -42.641928999999998
  416          -14.283559 -42.593245000000003
  417 -14.270170999999999 -42.575490000000002
  418 -14.320176999999999 -42.610275000000001
  419          -14.481477 -42.640872000000002
  420 -14.503057999999999 -42.651364000000001
  421 -9.2705509999999993 -41.050094000000001
  422          -14.108207 -42.474611000000003
  423 -9.3148020000000002 -41.117485000000002
  424 -10.606096000000001 -40.654496999999999
  425          -14.470953 -42.665526999999997
  426 -9.8477499999999996          -41.053891
  427 -9.8717469999999992 -41.063110000000002
  428          -10.664992 -41.604517999999999
  429          -10.679477 -41.520631000000002
  430 -10.669916000000001 -41.509506999999999
  431          -10.640248 -41.507582999999997
  432 -10.649883000000001          -41.596086
  433 -10.638643999999999 -41.614341000000003
  434          -10.586323 -41.490183000000002
  435          -10.646925 -41.564666000000003
  436 -10.652818999999999 -41.497253999999998
  437          -10.694148 -41.568716000000002
  438          -10.650271 -41.587366000000003
  439 -12.015582999999999 -41.446261999999997
  440          -11.984325 -41.444549000000002
  441 -12.032425999999999 -41.456539999999997
  442 -10.673446999999999 -41.604745000000001
  443 -10.697722000000001 -41.582321999999998
  444 -13.931228000000001 -41.560865999999997
  445 -13.970133000000001          -41.550179
  446          -14.009508 -41.533276999999998
  447          -13.835063 -42.703777000000002
  448 -14.044055999999999 -42.654293000000003
  449 -13.826610000000001 -42.704284999999999
  450           -14.32898 -42.572302000000001
