! NUM ...........Latitude ..........Longitude
  107 -25.985575999999998 -52.747351000000002
  108          -24.535193 -53.204295000000002
  109 -25.424167000000001 -48.921111000000003
  110          -24.281838 -49.695061000000003
  111          -25.034837 -50.127451000000001
  112 -26.068542000000001 -52.589795000000002
  113 -26.280833000000001 -52.297221999999998
  114 -26.034652000000001          -51.189667
  115 -25.662777999999999 -51.965833000000003
  116 -25.757597000000001 -52.086889999999997
  117 -24.930555999999999 -51.428888999999998
  118 -24.573616000000001 -51.557251000000001
  119 -25.645593999999999 -51.956887000000002
  120 -25.747208000000001 -51.962417000000002
  121 -25.348959000000001 -51.419457999999999
  122 -25.281110999999999 -51.877222000000003
  123          -24.916649 -53.816651999999998
  124 -26.075081000000001 -52.828606000000001
  125 -24.255147999999998 -49.703051000000002
  126 -24.822870999999999 -51.447299000000001
  127 -25.386752999999999 -51.387605999999998
  128 -25.442778000000001 -51.457777999999998
  129 -24.853432999999999          -53.186442
  130 -25.640277999999999 -51.861389000000003
  145 -27.823775000000001 -52.069997000000001
  146 -27.891667000000002 -54.103056000000002
  147 -28.403055999999999 -53.810000000000002
  148          -28.565825 -53.251666999999998
  149          -28.937721 -52.485928999999999
  150          -28.907097 -51.946702999999999
  151 -29.126719999999999          -53.354937
  152 -29.584057999999999 -51.117297000000001
  153 -28.202045999999999 -53.440651000000003
  154 -28.397255000000001 -53.458514000000001
  155 -28.248989999999999 -53.561362000000003
  156 -28.619212999999998          -51.355024
  157          -29.289109 -50.740510999999998
  158 -27.473566999999999 -53.457461000000002
  159          -28.142077 -55.065820000000002
  160 -29.089372000000001 -51.309443999999999
  161          -27.353192 -52.769756000000001
  162 -27.440041999999998 -53.273200000000003
  163 -27.427499999999998 -53.540832999999999
  164          -27.598056 -53.385832999999998
  165          -27.561111          -53.186667
  166 -28.023099999999999          -54.835366
  167 -28.129999999999999 -51.626944000000002
  168          -28.160833          -51.500833
  169 -27.961317000000001          -53.970343
  170 -27.513332999999999 -53.431111000000001
  171 -27.729721999999999          -54.407778
  172          -27.429167 -54.120556000000001
  173          -27.883889          -53.135278
  174 -29.471388999999999 -51.868056000000003
  175          -30.787986 -52.629778999999999
  176 -30.317692000000001 -51.867606000000002
  177 -28.944721999999999 -52.503332999999998
  178 -27.781389000000001 -54.373610999999997
  179 -28.607140999999999 -51.219400999999998
  180 -28.840095999999999 -52.701417999999997
  181 -28.795832999999998 -53.971597000000003
  182          -27.476388 -52.801099000000001
  183 -28.213889000000002 -53.628889000000001
  184          -28.461389 -52.699167000000003
  185 -28.520309999999998          -51.908569
  186 -28.647500000000001 -51.354444000000001
  187          -28.813056 -51.737777999999999
  188 -28.536943999999998 -53.861389000000003
  189 -26.780830000000002 -49.396669000000003
  190 -27.815000000000001          -50.480556
  191 -27.541126999999999 -51.440247999999997
  192 -26.295000000000002 -49.001389000000003
  193 -27.207436999999999 -51.511172000000002
  194 -27.123602000000002 -52.766291000000002
  195 -26.348044999999999 -51.057816000000003
  196          -26.164679 -49.890349000000001
  197 -27.059999999999999 -49.509999999999998
  198          -27.209011 -50.541463999999998
  199          -28.419089 -49.252654999999997
  200 -27.021816999999999 -50.186404000000003
  201 -26.545310000000001 -50.756295000000001
  202 -27.097778000000002 -50.107500000000002
  203 -26.346944000000001 -49.130277999999997
  204 -28.317330999999999 -49.211140999999998
  205          -28.311785 -49.199216999999997
  206 -26.769089000000001 -52.225780999999998
  207            -27.1404 -50.545990000000003
  208          -27.104167              -51.25
  209 -27.982842999999999           -49.10183
  210          -26.988574 -52.452137999999998
  211          -26.952237 -52.455066000000002
  212 -26.571110999999998 -52.426667000000002
  213 -26.965838999999999 -52.459654999999998
  214 -27.098610999999998 -50.130000000000003
  215 -26.960253999999999 -51.156263000000003
  216 -28.417504000000001 -49.266981999999999
  217 -28.063746999999999 -49.091127999999998
  218 -28.099564999999998 -49.198846000000003
  219 -26.447143000000001          -53.407111
  220 -27.138733999999999 -52.701152999999998
  221 -28.025904000000001 -48.933095999999999
  222 -26.465631999999999 -53.399118000000001
  223 -27.316362000000002 -49.084547000000001
  224 -26.317081000000002 -49.320754999999998
  225          -26.654722 -49.881388999999999
  226 -27.529167000000001 -49.103056000000002
  227 -27.520382999999999 -49.079546999999998
  228 -27.317499999999999 -51.477778000000001
  229 -27.024166999999998 -50.181944000000001
  230 -26.553056000000002          -52.326667
  231 -27.049250000000001 -51.233054000000003
  232 -26.798888999999999 -51.950277999999997
  233 -26.421931000000001 -53.589827999999997
  234          -26.798835 -53.668266000000003
  235 -26.456102999999999 -50.883513999999998
  236 -27.134523999999999 -52.845984000000001
  237 -26.440556000000001 -50.834721999999999
  238 -27.330611000000001 -51.356926999999999
  239          -28.407439 -49.912928000000001
  240          -28.004327 -48.878548000000002
  241          -26.997778 -49.674722000000003
  242 -26.987611000000001 -49.681820000000002
  243 -28.090451000000002 -48.943755000000003
  244 -28.237777999999999 -49.163611000000003
  245 -27.152221999999998          -52.776111
  246 -27.092587000000002 -50.722785999999999
  247 -27.582813000000002 -51.355759999999997
  248 -27.790358000000001 -51.000999999999998
  249          -27.649742 -51.196002999999997
  250 -27.162500000000001 -52.771388999999999
  251 -26.585532000000001 -52.184325000000001
  252          -26.956944 -50.489443999999999
  253 -28.566943999999999 -49.122500000000002
  254 -26.877935999999998 -51.281078000000001
  255          -26.307575 -49.319541999999998
  256 -27.107289000000002 -51.201118000000001
  257 -27.085277999999999 -51.818333000000003
  258 -26.953047999999999 -50.143023999999997
  259 -27.029050999999999 -50.172486999999997
  260 -26.913333000000002 -50.739167000000002
  261          -27.008056 -51.080556000000001
  262 -27.064723999999998 -49.987803999999997
  263 -27.147144000000001 -52.051225000000002
  264 -27.140191000000002 -50.469963999999997
  265 -27.191389000000001 -52.755000000000003
  266 -26.977409000000002 -51.177090999999997
  267 -26.346944000000001 -49.130277999999997
  268          -26.739442 -52.978617999999997
  269 -27.246943999999999 -50.414721999999998
  270 -27.471195000000002 -48.836061999999998
  271          -26.706733          -52.888506
  272          -27.259722 -52.351944000000003
  273 -27.511385000000001 -49.000014999999998
  274          -26.728887 -53.652571000000002
  275 -26.580556000000001 -52.496110999999999
  276 -27.200832999999999 -52.733611000000003
  277 -27.281943999999999 -49.375556000000003
  278 -27.273261000000002          -51.932406
  279 -27.467777999999999 -49.877222000000003
  280 -27.195810999999999 -50.632831000000003
