! NUM ...........Latitude ..........Longitude
  201 -3.1297769999999998 -60.032783000000002
  203 -2.8932690000000001          -60.023868
  204 -2.9815649999999998 -60.017757000000003
  205 -2.9399999999999999 -60.009999999999998
  140 -3.1174050000000002 -59.929549999999999
  207 -3.0899999999999999              -60.07
  209 -3.1091669999999998 -59.939444000000002
  322 .959733999999999976 -59.953280999999997
  260           -2.737819 -58.188338999999999
  262 -2.7376550000000002 -58.180315999999998
  263           -2.737819 -58.188338999999999
  326 -2.7635179999999999 -59.053004999999999
  264 -3.1119439999999998 -59.916389000000002
  327 2.93051100000000009          -60.714675
  323 -21.413810000000002 -48.278635000000001
  324 2.72581799999999985 -60.682268999999998
  328 .939999999999999947 -60.409999999999997
  329 3.20356800000000019 -60.827827999999997
  330 3.17969800000000014 -60.826394000000001
  783 -2.8932690000000001          -60.023868
  784 -2.9815649999999998 -60.017757000000003
  785 -2.9399999999999999 -60.009999999999998
  786 -3.0899999999999999              -60.07
  787 -3.1091669999999998 -59.939444000000002
  788 -3.1174050000000002 -59.929549999999999
  829 .050000000000000003 -51.170000000000002
  830 -3.0800000000000001 -59.990000000000002
  831               -2.71 -58.280000000000001
  832 2.93999999999999995 -60.719999999999999
